Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pd7d6- Pd2d4- Pc7c6- Ng1f3- Qd8c7- Pe4e5- Pd6e5x Nf3e5x Qc7a5+ Bc1d2- Qa5d5- Bf1c4- Qd5g2x Bc4f7$ Ke8d8- Rh1f1- Qg2h2x Nb1c3- Pb7b5- Qd1f3- Pb5b4- Rf1h1- Qh2h1$ Qf3h1x Pb4c3x Bd2c3x Ng8f6- Bc3a5+ ,30,checkmate,1-0,"[33, 63, 42, 71, 58, 65, 60, 83, 67, 138, 158, 170, 201, 199, 210, 203, 209, 307, 303, 557, 542, 592, 581, 591, 593, 657, 660, 99999, 100000]",0.6923076923076923,5.615384615384615
Pe2e4- Pe7e5- Ng1f3- Pb7b6- Nf3e5x Bc8b7- Bf1c4- Pb6b5- Bc4f7$ Ke8e7- Pd2d4- Pd7d6- Bf7g8x Rh8g8x Bc1g5+ Ke7e8- Bg5d8x Ke8d8x Ne5f7+ Kd8e7- Nf7g5- Rg8h8- Qd1f3- Ph7h6- Qf3f7+ Ke7d8- Ng5e6+ Kd8c8- Qf7c7$ ,30,checkmate,1-0,"[31, 30, 28, 201, 194, 223, 256, 474, 488, 487, 493, 626, 632, 630, 633, 631, 625, 627, 644, 618, 611, 703, 717, 99997, 99998, 99998, 99999, 99999, 100000]",2.909090909090909,8.454545454545455
Pe2e4- Pc7c5- Ng1f3- Nb8c6- Bf1b5- Pd7d6- Ke1g1- Bc8d7- Pc2c3- Pe7e5- Pd2d4- Pc5d4x Pc3d4x Pe5d4x Bb5c6x Bd7c6x Nf3d4x Bf8e7- Nd4f5- Be7f6- Nf5d6$ Ke8e7- Bc1f4- Qd8d6x Bf4d6$ ,26,invalid_move,*,"[33, 29, 35, 27, 38, 57, 46, 44, 47, 78, 69, 77, 91, 78, 98, 127, 165, 230, 228, 243, 246, 332, 315, 589, 619]",2.25,10.416666666666666
Pe2e4- Pe7e6- Pd2d4- Pb7b5- Bf1b5x Pc7c6- Bb5d3- Bf8b4+ Pc2c3- Bb4d6- Nb1d2- Ng8e7- Pe4e5- Bd6c7- Qd1g4- Pg7g6- Nd2e4- Ne7f5- Bc1g5- Qd8e7- Bg5e7x Nf5e7x Qg4e2- Pd7d5- Pe5d6x Bc7d6x Ne4d6$ Ke8d7- Nd6f7x Rh8f8- Nf7g5- Rf8f5- Ng1f3- Ph7h6- Bd3f5x Pe6f5x Ke1g1- Ph6g5x Rf1e1- Ne7d5- Pc3c4- Nd5f4- Qe2e7+ ,44,checkmate,1-0,"[33, 40, 31, 141, 168, 194, 194, 244, 233, 279, 275, 319, 324, 328, 324, 364, 395, 568, 583, 611, 632, 621, 620, 688, 700, 752, 770, 778, 775, 783, 791, 815, 846, 846, 846, 860, 885, 875, 904, 906, 921, 99999, 100000]",1.05,11.85
Pe2e4- Pd7d6- Pd2d4- Pc7c6- Ng1f3- Pg7g6- Nb1c3- Bf8g7- Bc1e3- Ng8f6- Qd1d2- Ke8g8- Be3h6- Nb8d7- Ke1c1- Nf6g4- Bh6g7x Ng4f2x Qd2f2x Kg8g7x Bf1d3- Pe7e5- Pd4e5x Pd6e5x Pg2g4- Nd7f6- Nf3e5x Qd8e7- Pg4g5- Nf6h5- Ne5f3- Bc8g4- Rh1g1- Bg4f3x Qf2f3x Qe7g5$ Rg1g5x Nh5f4- Qf3f4x Pf7f6- Rg5g3- Pg6g5- Rg3g5$ Pf6g5x Qf4g5$ Kg7f7- Bd3c4+ Kf7e8- Qg5e5+ ,50,checkmate,1-0,"[31, 58, 54, 69, 73, 67, 69, 67, 82, 70, 84, 80, 76, 84, 93, 161, 143, 422, 414, 397, 393, 381, 391, 391, 384, 408, 422, 416, 432, 446, 434, 458, 458, 463, 455, 732, 742, 863, 869, 877, 873, 99991, 99995, 99996, 99997, 99998, 99999, 99999, 100000]",2.95,5.0
Pe2e4- Pd7d6- Pd2d4- Pc7c6- Nb1c3- Pg7g6- Bc1e3- Bf8g7- Ng1f3- Pe7e5- Pd4e5x Pd6e5x Qd1d8$ Ke8d8x Ke1c1+ Kd8e7- Bf1c4- Ng8f6- Be3c5+ Ke7e8- Nf3e5x Nf6e4x Bc4f7$ ,24,checkmate,1-0,"[33, 41, 59, 71, 80, 71, 68, 60, 54, 143, 132, 137, 125, 142, 124, 118, 132, 389, 426, 436, 430, 99999, 100000]",2.3,7.8
Pe2e4- Pb7b6- Pd2d4- Pe7e6- Bf1d3- Bc8b7- Qd1e2- Ng8e7- Ng1f3- Pd7d5- Nb1c3- Pd5e4x Nc3e4x Ne7g6- Ph2h4- Bf8e7- Ph4h5- Ng6h4- Nf3h4x Be7h4x Qe2g4- Bh4f6- Ph5h6- Pg7g6- Ne4f6$ Qd8f6x Bc1g5- Qf6f5- Bd3f5x Pe6f5x Qg4e2+ Ke8f8- Qe2e7+ Kf8g8- Qe7e8+ ,36,checkmate,1-0,"[26, 101, 82, 72, 75, 81, 70, 103, 104, 119, 115, 135, 116, 187, 176, 222, 238, 192, 217, 244, 212, 219, 264, 505, 524, 565, 563, 601, 562, 609, 627, 99998, 99999, 99999, 100000]",3.7333333333333334,8.466666666666667
Pe2e4- Pg7g6- Pd2d4- Pc7c5- Pd4c5x Qd8a5+ Nb1c3- Qa5c5x Bc1e3- Qc5b4- Pa2a3- Qb4b2x Be3d4- Qb2b4- Pa3b4x Ng8f6- Pe4e5- Nf6g4- Pe5e6- Pf7e6x Bd4h8x Ng4e5- Bh8e5x Pb7b6- Ng1f3- Bc8b7- Nc3b5- Pa7a6- Nb5c7+ Ke8f7- Bf1c4- Pb6b5- Qd1d7x Bb7f3x Bc4e6$ ,36,checkmate,1-0,"[33, 64, 69, 83, 75, 121, 77, 163, 142, 161, 143, 325, 335, 665, 678, 694, 683, 726, 720, 752, 738, 815, 812, 836, 861, 892, 904, 914, 917, 912, 938, 99997, 99998, 99999, 100000]",0.3333333333333333,6.266666666666667
Pe2e4- Pe7e5- Ng1f3- Ph7h6- Nf3e5x Qd8e7- Pd2d4- Pd7d6- Ne5c4- Nb8c6- Nc4e3- Nc6d4x Qd1d4x Pf7f6- Nb1c3- Pc7c5- Qd4a4+ Bc8d7- Qa4b3- Pb7b6- Ne3d5- Qe7f7- Nd5c7+ Ke8d8- Qb3f7x Bd7c6- Nc7e6+ Kd8c8- Qf7c7+ ,30,checkmate,1-0,"[33, 24, 18, 121, 125, 116, 119, 115, 120, 185, 162, 499, 503, 600, 553, 678, 638, 652, 599, 676, 683, 672, 704, 864, 913, 99998, 99999, 99999, 100000]",2.75,8.666666666666666
Pe2e4- Pd7d5- Pe4d5x Pf7f5- Pd2d4- Pc7c6- Pd5c6x Pb7c6x Ng1f3- Ph7h6- Nf3e5- Pg7g5- Qd1h5+ ,14,checkmate,1-0,"[31, 72, 65, 218, 215, 228, 253, 322, 307, 392, 384, 99999, 100000]",0.0,5.0
Pe2e4- Pd7d6- Pd2d4- Pf7f6- Bf1c4- Pe7e6- Nb1c3- Pg7g6- Ph2h4- Pc7c6- Ph4h5- Pg6g5- Ph5h6- Bf8h6x Pe4e5- Pd6d5- Qd1h5+ Ke8e7- Pe5f6$ Ng8f6x Qh5h6x Nf6g4- Bc1g5$ Ke7f7- Qh6h5+ Kf7g7- Bg5d8x Rh8d8x Qh5g5+ Kg7f7- Rh1h7$ Kf7e8- Qg5e7+ ,34,checkmate,1-0,"[33, 63, 48, 172, 161, 165, 170, 194, 203, 209, 214, 211, 221, 236, 259, 259, 262, 373, 392, 559, 546, 700, 768, 794, 877, 1050, 1154, 99995, 99996, 99998, 99999, 99999, 100000]",0.23076923076923078,25.307692307692307
Pe2e4- Pe7e5- Ng1f3- Pd7d6- Pd2d4- Pe5d4x Nf3d4x Pc7c5- Nd4f5- Bc8f5x Pe4f5x Ng8f6- Pg2g4- Nb8c6- Bf1g2- Qd8a5+ Bc1d2- Qa5c7- Pg4g5- Nf6d5- Bg2d5x Nc6e5- Nb1c3- Qc7b6- Qd1e2- Pc5c4- Ke1c1- Qb6c7- Pf2f4- Pg7g6- Pf5f6- Ph7h5- Rh1e1- Ph5h4- Qe2e3- Ph4h3- Kc1b1- Pb7b5- Nc3b5x Qc7b8- Bd5c6+ Ke8d8- Qe3e5x Pd6e5x Bd2a5+ Kd8c8- Rd1d8+ ,48,checkmate,1-0,"[31, 31, 32, 53, 56, 58, 62, 62, 47, 50, 51, 82, 53, 68, 80, 94, 100, 203, 205, 494, 493, 581, 575, 607, 608, 657, 670, 740, 709, 755, 766, 782, 757, 789, 813, 789, 760, 882, 875, 99995, 99996, 99996, 99997, 99998, 99999, 99999, 100000]",1.263157894736842,4.105263157894737
Pe2e4- Pc7c5- Ng1f3- Pg7g6- Pc2c3- Bf8g7- Pd2d4- Pc5d4x Pc3d4x Pd7d6- Nb1c3- Ng8f6- Ph2h3- Ke8g8- Bc1e3- Nb8c6- Bf1d3- Pe7e6- Ke1g1- Pa7a6- Qd1d2- Pb7b5- Pa2a4- Pb5b4- Nc3e2- Bc8b7- Ne2g3- Ra8b8- Pb2b3- Pa6a5- Ra1c1- Nc6e7- Be3g5- Nf6e8- Rf1d1- Ne8c7- Ph3h4- Ph7h6- Bg5h6x Bg7h6x Qd2h6x Nc7e8- Nf3g5- Ne7f5- Qh6h7+ ,46,checkmate,1-0,"[31, 40, 37, 46, 45, 58, 73, 80, 83, 92, 80, 76, 72, 69, 70, 91, 83, 117, 107, 99, 92, 81, 100, 83, 100, 107, 112, 106, 103, 135, 130, 144, 141, 162, 160, 162, 162, 351, 319, 472, 472, 668, 900, 99999, 100000]",2.3333333333333335,13.904761904761905
