Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pe7e6- Pd2d4- Pd7d5- Nb1d2- Pc7c5- Pe4e5- Nb8c6- Nd2f3- Pc5d4x Qd1d4x Nc6d4x Nf3d4x Bc8d7- Pc2c3- Ng8h6- Ng1f3- Bf8c5- Bc1h6x Pg7h6x Nd4b5- Bd7b5x Bf1b5$ Ke8f8- Ke1g1- Rh8g8- Nf3d4- Qd8g5- Nd4f3- Qg5g2$ ,31,checkmate,0-1,"[29, 53, 33, 31, 26, 26, -25, -19, -97, -97, -474, -466, -472, -460, -458, -463, -460, -465, -524, -484, -538, -528, -523, -529, -518, -514, -561, -549, -99999, -100000]",53.61538461538461,8.285714285714286
Pc2c4- Pe7e5- Pf2f4- Pe5f4x Pd2d4- Qd8h4+ Ke1d2- Bf8b4+ Kd2c2- Pd7d5- Qd1d3- Ng8e7- Bc1f4x Bc8f5- Qd3f5x Ne7f5x Bf4c7x Nf5d4$ Kc2d3- Qh4e4+ ,21,checkmate,0-1,"[13, 19, -102, -102, -185, -175, -189, -179, -235, -235, -323, -358, -587, -531, -572, -584, -99998, -99999, -99999, -100000]",90.28571428571429,10.25
Pe2e4- Pe7e6- Pd2d4- Pd7d5- Pe4d5x Pe6d5x Nb1c3- Ng8f6- Bc1g5- Bf8e7- Bf1b5+ Pc7c6- Bb5d3- Qd8b6- Ng1f3- Qb6b2x Ra1b1- Qb2c3$ Bg5d2- Qc3a3- Bd2c1- Qa3a5+ Bc1d2- Qa5d8- Ke1g1- Ke8g8- Bd2g5- Nf6e4- Bd3e4x Pd5e4x Nf3e5- Be7g5x Ne5c6x Nb8c6x Pd4d5- Nc6e7- Pd5d6- Ne7f5- Pd6d7- Bc8d7x Qd1d6- Nf5d6x Rb1b7x Nd6b7x Ph2h4- Bg5h6- Pg2g4- Bd7g4x Pf2f3- Bh6e3+ Kg1g2- Qd8d2+ Rf1f2- Qd2f2$ Kg2h1- Bg4f3$ ,57,checkmate,0-1,"[29, 49, 41, 34, 17, 21, 16, 9, -1, 0, -37, -36, -35, -21, -34, -34, -288, -306, -319, -313, -428, -425, -426, -427, -423, -434, -471, -440, -522, -523, -612, -588, -731, -730, -717, -718, -719, -724, -750, -740, -913, -962, -1067, -1098, -1123, -1181, -99994, -99995, -99995, -99996, -99996, -99997, -99998, -99999, -99999, -100000]",52.45454545454545,5.0
Pe2e4- Pe7e5- Pc2c4- Bf8c5- Pa2a4- Pa7a5- Pd2d3- Pc7c6- Ng1f3- Qd8b6- Pb2b3- Bc5f2$ Ke1e2- Ng8f6- Bc1e3- Qb6e3$ ,17,checkmate,0-1,"[29, 28, -47, -45, -93, -94, -115, -90, -83, -99, -321, -335, -333, -357, -99999, -100000]",61.0,3.857142857142857
Ng1f3- Pe7e6- Pc2c4- Pd7d5- Pd2d4- Ng8f6- Nb1c3- Pc7c5- Pe2e3- Pa7a6- Bf1d3- Pd5c4x Bd3c4x Pb7b5- Bc4d3- Bc8b7- Ke1g1- Nb8d7- Pe3e4- Pc5d4x Nf3d4x Bf8d6- Pf2f4- Bd6c5- Pe4e5- Bc5d4$ Kg1h1- Bd4c3x Pb2c3x Nd7c5- Bd3c2- Qd8d1x Rf1d1x Nf6d5- Bc1b2- Nd5e3- Rd1e1- Ne3c2x Re1e2- Nc2a1x Bb2a1x Ke8c8- Re2d2- Rd8d2x Ba1b2- Rd2d1+ ,47,checkmate,0-1,"[32, 30, 32, 28, 31, 35, 21, 10, 12, 17, -32, -27, -25, -29, -47, -50, -56, -52, -83, -74, -63, -74, -215, -215, -451, -411, -435, -440, -431, -449, -445, -450, -453, -439, -494, -518, -653, -671, -697, -713, -720, -725, -99995, -99996, -99999, -100000]",37.25,3.857142857142857
Pf2f3- Pe7e5- Pe2e4- Bf8c5- Ph2h4- Ng8f6- Pd2d4- Pe5d4x Pc2c3- Nb8c6- Pc3d4x Nc6d4x Bc1e3- Nd4c2+ Ke1e2- Nc2e3x Qd1d3- Pd7d5- Pe4d5x Ke8g8- Ph4h5- Nf6d5x Ph5h6- Nd5f4+ Ke2d2- Ne3f1$ Kd2c2- Qd8d3$ ,29,invalid_move,*,"[-69, -63, -68, -91, -155, -148, -163, -180, -148, -149, -164, -175, -176, -174, -683, -682, -697, -678, -769, -768, -873, -900, -99993, -99994, -99995, -99996, -99997, -99998]",82.0,3.272727272727273
Pe2e4- Pe7e6- Nb1c3- Pc7c5- Nc3b5- Pa7a6- Nb5c3- Pd7d5- Pe4d5x Pe6d5x Nc3a4- Pd5d4- Pd2d3- Qd8a5+ Na4c3- Pd4c3x Pb2c3x Qa5c3$ Bc1d2- Qc3e5+ Bf1e2- Ng8f6- Ng1f3- Qe5c7- Ke1g1- Bf8d6- Nf3g5- Ke8g8- Be2f3- Nb8c6- Rf1e1- Bd6h2$ Kg1f1- Bh2f4- Re1e4- Bf4d2x Qd1d2x Qc7d6- Ra1e1- Bc8f5- Re4h4- Bf5g6- Pg2g3- Ra8e8- Bf3c6x Qd6c6x Pg3g4- Pc5c4- Pd3c4x Re8e1$ Qd2e1x Ph7h6- Ng5f3- Qc6f3x Qe1e3- Qf3d1+ Kf1g2- Rf8e8- Qe3f3- Qd1d2- Rh4h3- Bg6e4- Qf3e4x Nf6e4x Rh3f3- Qd2e2- Rf3e3- Qe2f2$ Kg2h3- Ne4g5+ ,71,checkmate,0-1,"[29, 37, 39, 31, -62, -51, -51, -51, -49, -52, -192, -191, -346, -333, -442, -437, -414, -437, -433, -441, -470, -438, -446, -444, -452, -448, -468, -462, -508, -503, -509, -514, -496, -499, -520, -490, -503, -485, -499, -499, -506, -502, -523, -506, -542, -561, -588, -561, -618, -628, -635, -637, -652, -650, -654, -661, -702, -715, -740, -744, -838, -99987, -99990, -99991, -99992, -99993, -99996, -99997, -99999, -100000]",3.5,1.6333333333333333
Pb2b4- Pe7e5- Pb4b5- Pa7a6- Pb5a6x Nb8a6x Bc1b2- Pe5e4- Pe2e3- Pd7d5- Ng1e2- Ng8f6- Ne2g3- Ph7h5- Bf1e2- Ph5h4- Ng3f1- Rh8h6- Nf1g3- Ph4g3x Ph2g3x Rh6h1$ Be2f1- Bc8g4- Qd1c1- Qd8d6- Pf2f3- Qd6g3$ Ke1e2- Bg4f3$ Pg2f3x Qg3f3$ Ke2e1- Qf3f1$ ,35,checkmate,0-1,"[-39, -41, -76, -69, -103, -91, -84, -99, -118, -116, -109, -106, -185, -165, -227, -231, -221, -243, -463, -440, -668, -670, -680, -670, -675, -677, -99996, -99997, -99997, -99998, -99998, -99999, -99999, -100000]",57.666666666666664,5.923076923076923
Pd2d4- Ng8f6- Pe2e4- Nf6e4x Pf2f3- Ne4f6- Bf1c4- Pd7d5- Bc4b3- Pe7e6- Ng1e2- Pc7c5- Pc2c3- Nb8c6- Ke1g1- Pb7b6- Bc1g5- Bf8e7- Bg5f6x Be7f6x Bb3c2- Ke8g8- Nb1d2- Pc5d4x Pc3d4x Nc6d4x Ne2d4x Bf6d4$ Kg1h1- Pg7g6- Nd2b3- Bd4b2x Ra1b1- Bb2g7- Nb3d4- Bc8a6- Bc2b3- Ba6f1x Qd1f1x Bg7d4x Qf1d3- Bd4g7- Ph2h4- Qd8h4$ Kh1g1- Bg7d4+ Kg1f1- Qh4f2+ ,49,checkmate,0-1,"[31, 31, -76, -78, -147, -130, -201, -215, -204, -203, -212, -204, -203, -207, -204, -204, -193, -204, -262, -260, -312, -314, -398, -379, -420, -416, -423, -419, -421, -420, -448, -470, -483, -494, -489, -503, -625, -637, -651, -645, -658, -652, -787, -798, -808, -816, -99999, -100000]",37.95454545454545,2.9565217391304346
Pe2e4- Pe7e6- Pd2d4- Pd7d5- Pc2c3- Pd5e4x Bf1c4- Ng8f6- Ng1e2- Pa7a6- Ke1g1- Pb7b5- Bc4b3- Bc8b7- Pa2a4- Bf8d6- Pa4b5x Pa6b5x Ra1a8x Bb7a8x Bb3c2- Ph7h5- Ne2g3- Ph5h4- Ng3e4x Ba8e4x Bc2e4x Nf6e4x Qd1f3- Pf7f5- Bc1g5- Qd8g5x Qf3e4x Pf5e4x Rf1e1- Rh8f8- Pg2g3- Ph4g3x Ph2g3x Bd6g3x Pf2g3x Qg5g3$ ,43,invalid_move,*,"[29, 43, 53, 29, -32, -28, -73, -91, -95, -75, -80, -83, -85, -75, -79, -67, -64, -68, -62, -62, -64, -60, -183, -220, -389, -377, -380, -381, -390, -389, -572, -593, -814, -903, -919, -1086, -99987, -99994, -99994, -99995, -99998, -99999]",49.8235294117647,4.277777777777778
