Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pe7e5- Ng1f3- Pf7f6- Nf3e5x Pf6e5x Qd1h5+ Pg7g6- Qh5e5$ Qd8e7- Qe5h8x Qe7e4$ Ke1d1- Qe4g4+ Pf2f3- Qg4e6- Qh8h7x Qe6e1+ Kd1e1x Nb8c6- Qh7g6$ Ke8d8- Qg6g8x Nc6e7- Qg8f8$ ,26,checkmate,1-0,"[33, 32, 30, 161, 182, 293, 296, 296, 301, 298, 308, 344, 355, 445, 431, 423, 446, 713, 762, 894, 922, 946, 998, 99999, 100000]",1.0909090909090908,18.363636363636363
Pe2e4- Pe7e6- Pd2d4- Pf7f5- Pe4f5x Pe6f5x Bf1d3- Ng8f6- Ng1f3- Pd7d5- Ke1g1- Bf8d6- Rf1e1+ Ke8f7- Pc2c4- Pc7c6- Pc4d5x Pc6d5x Nb1c3- Nb8c6- Bc1g5- Bc8e6- Nf3e5+ Nc6e5x Pd4e5x Bd6e5x Re1e5x Qd8d6- Bg5f6x Pg7f6x Re5e1- Ra8e8- Bd3f1- Pd5d4- Nc3b5- Qd6b6- Nb5d4x Re8d8- Qd1h5+ Kf7g7- Re1e6x Rd8d4x Re6e7+ Kg7f8- Qh5f7+ ,46,checkmate,1-0,"[26, 31, 37, 167, 160, 173, 155, 167, 163, 179, 185, 215, 203, 223, 214, 262, 264, 275, 266, 256, 258, 266, 291, 500, 514, 514, 511, 510, 497, 551, 530, 530, 510, 561, 547, 606, 593, 772, 742, 99994, 99995, 99998, 99999, 99999, 100000]",0.5789473684210527,2.8947368421052633
Pe2e4- Pe7e6- Pd2d4- Pd7d5- Nb1d2- Pd5e4x Nd2e4x Ng8f6- Ne4f6$ Qd8f6x Ng1f3- Bf8d6- Bc1g5- Qf6g6- Bf1d3- Qg6h5- Ph2h3- Ph7h6- Pg2g4- ,20,invalid_move,*,"[28, 44, 39, 33, 35, 57, 49, 60, 80, 82, 93, 128, 119, 124, 120, 126, 122, 326, 311]",0.6666666666666666,3.6666666666666665
Pe2e4- Pe7e5- Nb1c3- Pd7d6- Pd2d4- Pe5d4x Qd1d4x Nb8c6- Bf1b5- Bc8d7- Bb5c6x Bd7c6x Ng1e2- Ng8f6- Bc1f4- Bf8e7- Ke1c1- Ke8g8- Pf2f3- Pa7a6- Pg2g4- Pb7b5- Ne2g3- Pb5b4- Qd4b4x Pa6a5- Qb4c4- Bc6b5- Nc3b5x Pc7c6- Nb5d6x Be7d6x Bf4d6x Qd8d6x Rd1d6x Ra8b8- Ng3f5- Rb8b4- Qc4c6x Rb4b8- Pe4e5- Nf6e8- Nf5e7+ Kg8h8- Rd6d7- Rb8c8- Ne7c8x ,48,invalid_move,*,"[31, 29, 15, 52, 46, 45, 51, 47, 60, 65, 72, 76, 77, 67, 66, 85, 81, 69, 79, 141, 144, 135, 173, 225, 217, 235, 247, 506, 470, 539, 583, 587, 606, 683, 726, 744, 753, 753, 775, 787, 811, 817, 842, 849, 874, 951, 985]",1.6521739130434783,14.565217391304348
Pe2e4- Pe7e6- Pd2d4- Pb7b6- Ng1f3- Bc8b7- Bf1d3- Ph7h6- Qd1e2- Pg7g5- Nb1c3- Bf8g7- Bc1e3- Ng8e7- Ke1c1- Pd7d6- Pd4d5- Pe6e5- Ph2h4- Pg5g4- Nf3h2- Ph6h5- Pf2f3- Pg4g3- Nh2f1- Nb8d7- Nf1g3x Nd7f6- Kc1b1- Qd8d7- Bd3b5- Pa7a6- Bb5d7$ Nf6d7x Pa2a3- Pb6b5- Rd1d3- Pb5b4- Pa3b4x Pa6a5- Pb4b5- Nd7c5- Be3c5x Pd6c5x Nc3a4- Bb7c8- Pd5d6- Pc7d6x Rd3d6x Bc8e6- Na4c5x Be6c8- Qe2d2- Bg7f8- Rd6d8+ ,56,checkmate,1-0,"[36, 33, 27, 81, 82, 93, 90, 121, 103, 148, 138, 142, 135, 188, 171, 201, 180, 250, 278, 269, 274, 288, 297, 292, 296, 294, 300, 365, 357, 442, 450, 605, 590, 585, 597, 582, 586, 575, 584, 583, 589, 623, 633, 625, 626, 640, 655, 648, 661, 669, 689, 711, 726, 99999, 100000]",2.5384615384615383,6.384615384615385
Pe2e4- Pe7e5- Pd2d4- Pd7d6- Ng1f3- Pe5d4x Nf3d4x Ng8f6- Nb1c3- Bf8e7- Bc1f4- Ke8g8- Qd1d2- Nb8c6- Ke1c1- Nc6d4x Qd2d4x Pc7c5- Qd4e3- Bc8e6- Ph2h4- Pa7a6- Pe4e5- Pd6e5x Rd1d8x Ra8d8x Bf4g5- Ph7h6- Bg5f6x Be7f6x Bf1d3- Pb7b5- Bd3e4- Pb5b4- Nc3a4- Pc5c4- Pc2c3- Pb4c3x Na4c3x Bf6e7- Be4c2- Be7b4- Rh1d1- Rd8d1$ Kc1d1x Rf8d8+ Kd1c1- Bb4c3x Pb2c3x Rd8c8- Qe3e4- Be6f5- Qe4f5x Pg7g6- Qf5c8$ Kg8g7- Qc8c4x Pa6a5- Bc2b3- Pa5a4- Qc4f7$ Kg7h8- Qf7g8+ ,64,checkmate,1-0,"[31, 30, 3, 56, 53, 57, 60, 56, 54, 57, 59, 64, 66, 65, 68, 68, 71, 154, 139, 155, 154, 177, 156, 393, 392, 407, 391, 395, 377, 367, 358, 353, 347, 369, 379, 385, 385, 437, 434, 407, 378, 418, 432, 426, 428, 420, 423, 466, 496, 484, 488, 630, 665, 99993, 99994, 99994, 99995, 99996, 99997, 99998, 99999, 99999, 100000]",2.8461538461538463,4.269230769230769
Pe2e4- Pe7e5- Ng1f3- Pf7f6- Nf3e5x Pf6e5x Qd1h5+ Pg7g6- Qh5e5$ Qd8e7- Qe5h8x Qe7e4$ Ke1d1- Qe4g4+ Pf2f3- Qg4e6- Qh8h7x Qe6e1+ Kd1e1x Nb8c6- Qh7g6$ Ke8e7- Pd2d4- Nc6d4x Bc1g5+ Ng8f6- Qg6f6$ Ke7e8- Qf6g6+ ,30,checkmate,1-0,"[30, 30, 28, 147, 168, 246, 290, 282, 287, 307, 299, 308, 350, 421, 425, 436, 438, 721, 743, 872, 903, 939, 965, 99997, 99998, 99998, 99999, 99999, 100000]",0.7272727272727273,17.90909090909091
Pe2e4- Pe7e5- Ng1f3- Pf7f6- Nf3e5x Pf6e5x Qd1h5+ Pg7g6- Qh5e5$ Bf8e7- Qe5h8x Ke8f7- Qh8h7$ Kf7f8- Bf1c4- Pd7d5- Bc4d5x Qd8d5x Pe4d5x Bc8f5- Pd2d4- Nb8d7- Ke1g1- Nd7f6- Qh7h8- Nf6d5x Bc1h6+ Kf8f7- Qh8g7+ Kf7e6- Qg7e5+ Ke6d7- Qe5d5$ Kd7c8- Qd5g8$ Kc8d7- Qg8d5+ Kd7c8- Qd5f7- Be7d6- Qf7e8+ ,42,checkmate,1-0,"[29, 30, 26, 160, 178, 241, 297, 289, 307, 471, 520, 592, 612, 608, 622, 619, 622, 621, 628, 631, 633, 630, 645, 635, 644, 744, 758, 751, 758, 755, 753, 785, 789, 826, 844, 856, 870, 914, 930, 99999, 100000]",2.0526315789473686,14.947368421052632
Pe2e4- Pe7e5- Ng1f3- Pf7f6- Nf3e5x Pf6e5x Qd1h5+ Pg7g6- Qh5e5$ Qd8e7- Qe5h8x Ng8f6- Nb1c3- Nb8c6- Pd2d4- Nc6d4x Bf1d3- Pd7d6- Bc1g5- Bc8g4- Bg5f6x Qe7f6x Qh8f6x Nd4c2$ Bd3c2x Bf8e7- Qf6h8+ Ke8d7- Qh8a8x Be7h4- Bc2a4+ Pc7c6- Qa8b7$ Kd7e6- Ba4c6x Bg4f5- Pe4f5$ Ke6f5x Qb7f7+ Kf5g5- Pg2g3- ,42,invalid_move,*,"[29, 30, 26, 135, 167, 292, 296, 305, 263, 285, 303, 338, 312, 362, 407, 383, 383, 490, 474, 614, 621, 737, 740, 794, 832, 859, 855, 930, 962, 1054, 1113, 1112, 1144, 1167, 1257, 99993, 99994, 99995, 99996, 99996, 99997]",1.4705882352941178,21.176470588235293
Pe2e4- Pe7e5- Ng1f3- Pf7f6- Nf3e5x Pf6e5x Qd1h5+ Pg7g6- Qh5e5$ Qd8e7- Qe5h8x Qe7e4$ Ke1d1- Qe4g4+ Pf2f3- Qg4e6- Qh8h7x Qe6e1+ Kd1e1x Nb8c6- Qh7g6$ Ke8e7- Pd2d4- Nc6d4x Bc1g5+ Ng8f6- Qg6f6$ Ke7e8- Qf6g6+ ,30,checkmate,1-0,"[33, 28, 24, 138, 157, 278, 300, 295, 287, 287, 300, 322, 345, 436, 428, 434, 439, 695, 751, 857, 925, 940, 979, 99997, 99998, 99998, 99999, 99999, 100000]",0.9090909090909091,22.272727272727273
