Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pg7g6- Pd2d4- Pb7b6- Ph2h4- Bc8b7- Nb1c3- Bf8g7- Ph4h5- Ph7h6- Ph5g6x Pf7g6x Qd1g4- Bg7f6- Qg4g6$ Ke8f8- Pe4e5- Bf6g7- Qg6f5+ Ng8f6- Pe5f6x Bg7f6x Rh1h6x Nb8c6- Rh6h8$ Kf8g7- Qf5h7+ ,28,checkmate,1-0,"[33, 62, 68, 110, 108, 129, 138, 185, 176, 302, 311, 314, 305, 549, 559, 549, 552, 612, 608, 638, 621, 778, 810, 99997, 99998, 99999, 100000]",0.9090909090909091,6.2727272727272725
Pe2e4- Pg7g5- Pd2d4- Pg5g4- Nb1c3- Pd7d5- Nc3d5x Ph7h5- Bc1f4- Nb8c6- Nd5c7$ Ke8d7- Nc7a8x Pb7b5- Bf4c7- Qd8e8- Pd4d5- Bc8b7- Pd5c6$ Kd7c6x Qd1d5+ ,22,checkmate,1-0,"[33, 194, 190, 212, 218, 285, 275, 387, 407, 553, 535, 540, 537, 650, 641, 765, 766, 793, 805, 99999, 100000]",0.0,4.333333333333333
Pe2e4- Pe7e5- Ng1f3- Qd8e7- Nb1c3- Ng8f6- Bf1c4- Pc7c6- Ke1g1- Pd7d5- Pe4d5x Pc6d5x Nc3d5x Nf6d5x Bc4d5x Nb8c6- Rf1e1- Bc8e6- Nf3e5x Ke8c8- Ne5c6x Pb7c6x Bd5e6$ Pf7e6x Qd1g4- Kc8b7- Pd2d3- Rd8d4- Qg4d4x Qe7c7- Bc1f4- Qc7d7- Qd4d7$ Kb7b6- Qd7c7+ Kb6b5- Pc2c4+ Kb5a4- Qc7c6$ Ka4a5- Qc6b5+ ,42,checkmate,1-0,"[36, 33, 27, 99, 93, 99, 103, 93, 84, 298, 286, 273, 279, 273, 285, 303, 301, 348, 361, 413, 412, 413, 421, 406, 421, 434, 425, 622, 628, 682, 679, 99995, 99996, 99996, 99997, 99997, 99998, 99998, 99999, 99999, 100000]",3.1333333333333333,4.266666666666667
Pe2e4- Pb7b5- Bf1b5x Bc8b7- Pd2d3- Bb7e4x Pd3e4x Ng8f6- Nb1d2- Pe7e6- Pe4e5- Nf6e4- Nd2e4x Pf7f5- Pe5f6x Pg7f6x Qd1h5+ Ke8e7- Ng1f3- Bf8g7- Ke1g1- Nb8c6- Bc1e3- Pf6f5- Be3g5+ Ke7f8- Bg5d8x Ra8d8x Ne4g5- Nc6e7- Qh5f7+ ,32,checkmate,1-0,"[33, 164, 164, 170, 170, 545, 562, 564, 573, 565, 558, 649, 655, 703, 699, 701, 696, 700, 700, 714, 728, 754, 746, 865, 881, 892, 908, 919, 933, 99999, 100000]",0.5714285714285714,6.571428571428571
Pe2e4- Pc7c6- Pd2d4- Pd7d5- Pe4e5- Bc8f5- Nb1c3- Pe7e6- Pg2g4- Bf5g6- Ng1e2- Ng8e7- Pf2f4- Nb8d7- Ph2h4- Ph7h6- Bc1e3- Ne7c8- Pf4f5- Pe6f5x Ne2f4- Bg6h7- Bf1d3- Pf5g4x Qd1g4x Bf8e7- Qg4g7x Rh8f8- Qg7h7x Nc8b6- Ke1c1- Qd8c8- Nf4h5- Nb6c4- Bd3c4x Pd5c4x Qh7e4- Nd7b6- Pd4d5- Ke8d7- Pe5e6+ Pf7e6x Pd5e6$ Kd7c7- Qe4e5+ Be7d6- Qe5d6$ ,48,checkmate,1-0,"[32, 42, 30, 37, 33, 31, 26, 17, 16, 12, 17, 46, 27, 64, 39, 68, 72, 147, 152, 159, 161, 149, 132, 166, 178, 420, 437, 528, 505, 581, 576, 638, 664, 675, 665, 673, 671, 732, 769, 823, 99986, 99997, 99998, 99998, 99999, 99999, 100000]",1.35,5.684210526315789
Pe2e4- Pd7d5- Pe4d5x Pe7e6- Bf1b5+ Pc7c6- Pd5c6x Nb8c6x Ng1f3- Bf8d6- Pd2d4- Ng8f6- Ke1g1- Nf6d5- Rf1e1- Ke8g8- Bb5f1- Pa7a6- Pc2c4- Nd5f6- Nb1c3- Bc8d7- Bc1g5- Bd6e7- Pd4d5- Pe6d5x Pc4d5x Nc6a7- Pd5d6- Be7d6x Qd1d6x Bd7b5- Nc3b5x Pa6b5x Qd6a3- Ra8b8- Qa3a7x Nf6e8- Bg5d8x Rb8d8x Pg2g3- Rd8c8- Kg1g2- Ph7h6- Qa7b7x Rc8c2- Qb7b5x Rc2c7- Re1e8x Rf8e8x Qb5e8$ Kg8h7- Ra1d1- Rc7c2- Bf1d3+ Pg7g6- Qe8f7$ Kh7h8- Bd3c2x Ph6h5- Rd1d8+ ,62,checkmate,1-0,"[32, 60, 71, 117, 100, 92, 97, 127, 130, 146, 150, 144, 156, 218, 212, 206, 200, 208, 200, 191, 194, 268, 269, 417, 414, 474, 504, 533, 524, 527, 522, 558, 553, 572, 546, 628, 644, 714, 725, 717, 729, 742, 745, 742, 755, 761, 780, 933, 99989, 99993, 99994, 99994, 99995, 99996, 99997, 99997, 99998, 99998, 99999, 99999, 100000]",1.6666666666666667,6.217391304347826
Pe2e4- Pe7e5- Ng1f3- Qd8h4- Nf3h4x Bf8c5- Bf1b5- Nb8c6- Pb2b4- Bc5b4x Pc2c3- Bb4c5- Ke1g1- Ng8f6- Pd2d4- Pe5d4x Nh4f3- Pd4c3x Nb1c3x Pd7d6- Ph2h3- Bc8e6- Rf1e1- Ke8c8- Bb5c6x Pb7c6x Bc1e3- Bc5b6- Qd1a4- Kc8b7- Ra1c1- Pc6c5- Kg1h1- Rd8a8- Pe4e5- Pd6e5x Nf3e5x Be6d7- Ne5d7x Nf6d7x Qa4d7x Rh8d8- Qd7f7x Rd8d2- Qf7f3+ Kb7b8- Be3d2x Bb6a5- Re1e8+ ,50,checkmate,1-0,"[32, 34, 20, 613, 621, 625, 621, 621, 623, 620, 618, 614, 614, 615, 602, 615, 603, 628, 623, 641, 630, 634, 621, 609, 618, 621, 616, 617, 634, 627, 627, 650, 648, 694, 689, 735, 736, 777, 796, 814, 814, 831, 855, 1044, 5532, 99996, 99997, 99999, 100000]",1.1818181818181819,207.63636363636363
Pe2e4- Pf7f6- Pd2d4- Pe7e5- Bf1c4- Pe5d4x Ng1e2- Pc7c5- Pc2c3- Pd7d5- Pe4d5x Ng8e7- Pc3d4x Ne7d5x Qd1b3- Qd8b6- Bc4d5x Bc8e6- Bd5e6x Bf8e7- Pd4d5- Qb6b3x Pa2b3x Pg7g6- Bc1f4- Nb8d7- Nb1c3- Nd7b6- Nc3b5- Ke8d8- Bf4c7+ Kd8e8- Bc7b6x Pa7b6x Ra1a8$ Be7d8- Pd5d6- Ke8f8- Ra8d8$ Kf8g7- Rd8h8x Kg7h8x Pd6d7- Pf6f5- Qd7d8+ Kh8g7- Qd8e7+ Kg7h6- Pf2f4- Pg6g5- Qe7g5$ ,52,checkmate,1-0,"[36, 137, 154, 160, 166, 173, 168, 226, 223, 244, 249, 262, 290, 327, 357, 446, 454, 584, 604, 644, 646, 644, 642, 654, 675, 669, 678, 726, 701, 808, 801, 809, 810, 99982, 99989, 99989, 99990, 99992, 99993, 99993, 99994, 99994, 99995, 99995, 99996, 99996, 99997, 99997, 99998, 99999, 100000]",0.5,9.1875
Pe2e4- Pd7d5- Pe4d5x Ng8f6- Ng1f3- Nf6d5x Pd2d4- Nb8c6- Bf1b5- Bc8d7- Pc2c4- Nd5b6- Qd1e2- Pe7e6- Pd4d5- Nc6b4- Pd5e6x Nb4c2+ Qe2c2x Bf8b4+ Bc1d2- Bb4d2$ Nb1d2x Pf7e6x Bb5d7$ Qd8d7x Ke1g1- Ke8c8- Ra1e1- Ph7h5- Nd2b3- Qd7d3- Qc2d3x Rd8d3x Nf3e5- Rd3b3x Pa2b3x Ph5h4- Re1d1- Pg7g5- Rf1e1- Nb6d7- Rd1d7x Pg5g4- Rd7g7- Ph4h3- Rg7g4x Ph3g2x Kg1g2x Rh8g8- Rg4g8$ ,52,checkmate,1-0,"[36, 80, 63, 69, 71, 62, 60, 99, 94, 115, 110, 114, 131, 139, 155, 138, 150, 526, 512, 544, 551, 553, 535, 542, 550, 550, 528, 512, 520, 542, 539, 526, 537, 506, 519, 539, 537, 548, 544, 563, 547, 636, 638, 650, 664, 676, 704, 707, 707, 99999, 100000]",3.5833333333333335,5.75
Pe2e4- Pc7c5- Pc2c3- Pd7d6- Pd2d4- Pc5d4x Pc3d4x Nb8c6- Pd4d5- Nc6e5- Nb1c3- Pg7g6- Pf2f4- Ne5d7- Qd1d4- Ng8f6- Pe4e5- Pd6e5x Pf4e5x Nd7e5x Qd4e5x Bf8g7- Pd5d6- Qd8b6- Qe5e7$ ,26,checkmate,1-0,"[31, 40, 35, 82, 61, 66, 82, 118, 142, 179, 187, 197, 206, 212, 213, 216, 206, 253, 249, 256, 254, 274, 285, 99999, 100000]",0.0,6.2727272727272725
