Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pe7e6- Pd2d3- Pd7d6- Ph2h3- Ph7h6- Pa2a3- Pa7a6- Nb1c3- Pb7b6- Ng1f3- Bc8b7- Bf1e2- Nb8d7- Ke1g1- Qd8e7- Bc1e3- Ke8c8- Pb2b4- Pg7g5- Pb4b5- Pa6a5- Pa3a4- Pf7f6- Pd3d4- Pe6e5- Pd4d5- Ph6h5- Nf3d2- Pg5g4- Ph3g4x Ph5g4x Be2g4x Ng8h6- Bg4d7$ Rd8d7x Pf2f3- Bf8g7- Nd2c4- Rh8g8- Nc4b6$ Kc8b8- Nb6d7$ Qe7d7x Qd1d2- Nh6f7- Rf1b1- Nf7g5- Be3g5x Pf6g5x Qd2g5x Bg7h6- Qg5h6x Rg8h8- Qh6h8$ Bb7c8- Qh8c8$ Qd7c8x Rb1b3- Qc8d7- Ra1b1- Qd7h7- ,63,invalid_move,*,"[29, 34, 3, 36, 3, 51, -2, 28, -10, 55, 13, 46, -29, 7, -5, 30, 26, 184, 87, 95, 105, 106, -152, 137, -71, 23, -134, -125, -106, -99, -129, -61, -44, 58, -129, -117, -160, 28, 40, 115, -158, 335, 372, 357, 361, 361, 330, 374, 382, 391, 300, 590, 507, 734, 741, 1048, 531, 533, 513, 570, 569, 629]",0.4838709677419355,3.8
Pe2e4- Pe7e5- Ph2h4- Pd7d6- Pg2g4- Ng8f6- Pf2f3- Ph7h6- Pd2d3- Nb8c6- Pc2c3- Bc8e6- Pb2b4- Pa7a6- Pa2a4- Pb7b5- Pa4a5- Nc6a7- Pd3d4- Pe5d4x Pc3d4x Pd6d5- Pe4e5- Nf6d7- Pf3f4- Pf7f6- Pg4g5- Pf6e5x Pf4e5x Ph6g5x Ph4g5x Rh8h1x Ng1f3- Rh1f1$ Ke1f1x Qd8e7- Nb1c3- Ke8c8- Nc3d5x Be6d5x Qd1d3- Bd5f3x Qd3f3x Nd7e5x Qf3a8+ Kc8d7- Qa8a7x Ne5f3- Qa7a6x Qe7e1+ Kf1g2- Qe1g1+ Kg2f3x Qg1f1+ Kf3e4- Qf1e1+ Ke4d3- Qe1f1+ Kd3e4- Qf1e1+ Ke4d3- Qe1f1+ Kd3e4- Qf1e1+ Ke4d3- Qe1f1+ Kd3e4- Qf1e1+ Ke4d3- Qe1f1+ Kd3e4- ,72,fivefold_repetition,1/2-1/2,"[30, 25, -59, 33, -117, -133, -128, -61, -132, -97, -126, -116, -191, -170, -240, -28, -295, -105, -120, -101, -107, -116, -92, -37, -35, 123, -185, -215, -220, -50, -439, -426, -494, -428, -425, -395, -425, -415, -571, -607, -666, -501, -518, -475, -526, -532, -731, -367, -863, -99986, -99988, -594, -685, -775, -99997, -427, -582, -645, -99997, -283, -434, 0, -99997, 0, -444, 0, -99997, 0, -541, 0, -99997]",24.71875,26.64516129032258
Pd2d4- Pd7d5- Pe2e3- Pe7e6- Pf2f4- Ng8f6- Ng1f3- Bf8d6- Bf1d3- Ke8g8- Ke1g1- Pc7c5- Pc2c3- Pc5d4x Pc3d4x Nb8c6- Nb1c3- Pa7a6- Pa2a3- Pb7b5- Pb2b4- Bc8b7- Bc1b2- Ra8c8- Ra1c1- Nc6e7- Nf3e5- Ne7g6- Ne5g6x Ph7g6x Pg2g3- Nf6e4- Nc3e4x Pd5e4x Bd3e4x Bb7e4x Rc1c8x Qd8c8x Qd1d2- Qc8c4- Rf1c1- Qc4d5- Qd2c3- Bd6e7- Qc3c7- Be7f6- Qc7b6- Qd5b3- Qb6a6x Qb3b2x Qa6b5x Qb2c1$ Kg1f2- Qc1d2+ ,55,invalid_move,*,"[31, 32, 15, 12, -22, -15, -20, -21, -14, -19, -7, -19, -23, 8, 15, 45, 31, 37, 10, 8, 32, 27, -8, 28, 0, 7, -28, 11, -29, -32, -31, -38, -74, -81, -452, -446, -471, -470, -487, -442, -476, -490, -506, -463, -482, -469, -731, -773, -99995, -99996, -99999, -920, -99981, -723]",4.04,2.125
Pe2e4- Pe7e6- Pd2d3- Pc7c6- Pg2g3- Pd7d5- Bf1g2- Pd5e4x Pd3e4x Qd8d1$ Ke1d1x Ng8f6- Nb1c3- Bf8b4- Bc1d2- Bb4c3x Bd2c3x Nf6e4x Bg2e4x Ke8g8- Be4g2- Nb8d7- Ng1f3- Nd7c5- Kd1e2- Pb7b6- Rh1d1- Bc8a6+ Ke2e1- Ra8d8- Rd1d8x Rf8d8x Ra1d1- Rd8d1$ Ke1d1x Nc5e4- Kd1e1- Ne4c3x Pb2c3x Ba6c4- Nf3e5- Bc4a2x Ne5c6x Ba2c4- Nc6a7x Pb6b5- Na7b5x Bc4b5x Pc3c4- Bb5c4x Bg2b7- Bc4d5- Bb7d5x Pe6d5x Ke1d2- Kg8f8- Kd2d3- Kf8e7- Kd3d4- Ke7d6- Pc2c3- Pf7f6- Pf2f4- Pg7g6- Ph2h4- Ph7h5- Kd4d3- Kd6c5- Kd3c2- Pd5d4- Pc3d4$ Kc5d4x Kc2d2- Kd4e4- Kd2e2- Ke4f5- Ke2f3- ,78,invalid_move,*,"[36, 29, 0, 52, 30, 47, 13, 11, -14, -6, 1, 2, 0, -5, -12, 57, 51, 415, 430, 457, 438, 456, 459, 460, 395, 399, 397, 419, 418, 476, 459, 467, 414, 423, 412, 435, 371, 361, 363, 385, 371, 373, 392, 483, 524, 546, 112, 90, 63, 28, 8, 25, 22, 19, 22, 13, 14, 11, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.526315789473684,2.3947368421052633
Pe2e4- Pe7e5- Pf2f4- Pf7f6- Pf4e5x Pf6e5x Ng1f3- Nb8c6- Bf1c4- Ng8f6- Pd2d3- Pd7d6- Ke1g1- Bc8g4- Ph2h3- Bg4h5- Pg2g4- Bh5g6- Nf3h4- Bg6f7- Nh4f5- Pg7g6- Nf5h4- Bf8e7- Nh4f3- Ke8g8- Nf3g5- Bf7c4x Pd3c4x Nc6d4- Pc2c3- Nd4c6- Nb1a3- Pa7a6- Na3c2- Pb7b5- Pc4b5x Pa6b5x Pb2b4- Ra8b8- Pa2a4- Pb5a4x Ra1a4x Qd8d7- Ra4a7- Rb8a8- Ra7a8x Rf8a8x Nc2a3- Ra8a3x Bc1a3x Qd7e6- Qd1b1- Nf6e4x Ng5e4x ,56,invalid_move,*,"[30, 32, -28, 130, 66, 330, 89, 100, 84, 89, -14, 66, 4, 93, 92, 94, 64, 72, 37, 421, -5, 145, -139, 331, -127, 193, -106, -105, -97, -94, -117, 184, -117, 181, -70, 241, 257, 260, -68, 246, 76, 226, 15, 9, -334, 346, 72, 80, -55, 188, 189, 685, 118, 640, 388]",0.2222222222222222,0.9259259259259259
Pe2e4- Pe7e5- Pd2d3- Pf7f5- Pe4f5x Pd7d5- Pg2g4- Ph7h5- Ph2h3- Ph5g4x Ph3g4x Rh8h1x Ng1f3- Pe5e4- Pd3e4x Pd5e4x Nf3e5- Qd8d1$ Ke1d1x Rh1f1$ Kd1e2- Rf1c1x Ne5g6- Rc1c2$ Ke2e3- Rc2b2x Ng6f8x Ke8f8x Nb1c3- Rb2c2- Nc3e4x Rc2c3+ Ke3d4- Rc3f3- Ne4g5- Rf3f4+ Kd4e5- Rf4f2x Ng5e6+ Bc8e6x Pf5e6x Rf2e2+ Ke5f5- Re2e6x Ra1h1- Re6f6+ Kf5e5- Rf6e6+ Ke5f5- Re6f6+ Kf5e5- Rf6e6+ Ke5f5- Re6f6+ Kf5e5- Rf6e6+ Ke5f5- Re6f6+ Kf5e5- Rf6e6+ Ke5f5- ,62,fivefold_repetition,1/2-1/2,"[29, 33, -17, 87, 93, 157, -4, 29, -90, -91, -366, -337, -393, -306, -299, -300, -628, -620, -614, -631, -674, -685, -703, -640, -729, -628, -655, -656, -666, -621, -625, -472, -649, -665, -683, -712, -774, -675, -785, -809, -918, -721, -764, -559, -756, -730, -766, -579, -766, -737, -772, 0, -782, 0, -773, 0, -788, 0, -788, 0, -798]",3.3333333333333335,0.6333333333333333
Pe2e4- Pe7e6- Pd2d3- Pc7c5- Pc2c3- Nb8c6- Ph2h3- Pd7d5- Pe4d5x Pe6d5x Ng1f3- Ng8f6- Bf1e2- Bf8e7- Ke1g1- Ke8g8- Nf3h2- Pb7b6- Be2f3- Bc8b7- Bc1g5- Ph7h6- Bg5h4- Pd5d4- Bh4g3- Pd4c3x Nb1c3x Nc6d4- Bf3b7x Ra8b8- Bb7f3- Nd4f3$ Nh2f3x Qd8c7- Qd1d2- Rf8d8- Ra1d1- Nf6d5- Nc3d5x Rd8d5x Qd2c3- Be7f6- Qc3c2- Rb8d8- Pd3d4- Pc5d4x Nf3d4x Rd5d4x Rd1d4x Rd8d4x Qc2c7x Rd4d7- Qc7c8+ Kg8h7- Qc8d7x Bf6b2x Qd7f7x Bb2f6- Qf7a7x Pb6b5- Qa7b6- Pb5b4- Rf1c1- Pb4b3- Rc1c7- Pb3a2x Rc7a7- Bf6d8- Qb6d8x Qa2a1+ Kg1h2- Qa1e5- Qd8g8+ Kh7g6- Qg8f7+ Kg6g5- Ph3h4+ Kg5g4- Qf7g6+ ,80,invalid_move,*,"[29, 54, 1, 3, 1, 0, -17, -23, -38, -37, -30, -28, -42, -27, -23, -40, -98, -62, -85, -59, -60, -70, -90, -38, -116, -108, -105, 444, 418, 415, 406, 503, 497, 707, 510, 698, 519, 651, 648, 689, 447, 584, 535, 686, 422, 680, -463, 606, -488, 600, 606, 846, 626, 99990, 99992, 99994, 99995, 99995, 875, 99993, 918, 99992, 1086, 99994, 99992, 99996, 839, 99995, 99996, 99996, 496, 99996, 99990, 99997, 99998, 99998, 99999, 99999, 99999]",13.10344827586207,2.25
Pe2e4- Pe7e5- Pd2d3- Pf7f5- Pg2g3- Pf5e4x Pd3e4x Ng8f6- Bf1g2- Bf8c5- Ng1f3- Pd7d6- Ke1g1- Ke8g8- Nb1c3- Nb8c6- Bc1g5- Bc8g4- Ph2h3- Bg4f3x Bg2f3x Nc6d4- Bf3g2- Ph7h6- Bg5e3- Nd4e6- Pf2f4- Pe5f4x ,29,invalid_move,*,"[29, 33, -12, 85, 28, 264, -19, -29, -42, -19, -39, -30, -33, -32, -43, -12, 4, 17, 6, 22, 26, 76, -10, 51, 5, 0, -461, -22]",1.0714285714285714,1.5384615384615385
Pe2e4- Pe7e5- Pd2d3- Pd7d6- Pc2c4- Ng8f6- Nb1c3- Bf8e7- Bc1g5- Ke8g8- Bg5f6x Be7f6x Ng1f3- Nb8c6- Bf1e2- Nc6d4- Nf3d4x Pe5d4x Nc3d5- Pc7c6- Nd5f6$ Qd8f6x Ke1g1- Pd6d5- Pc4d5x Pc6d5x Pe4d5x Bc8f5- Be2f3- Ra8d8- Rf1e1- Rf8e8- Re1e8$ Rd8e8x Ph2h3- Qf6d6- Ra1c1- Qd6d5x Rc1c7- Re8d8- Qd1c1- Pb7b6- Rc7a7x Ph7h6- Ra7b7- Rd8c8- Qc1c8$ Kg8h7- Qc8f5$ Pg7g6- Qf5f7$ Kh7h8- Qf7g8+ Kh8g8x Rb7b6x Qd5a2x Rb6g6$ Kg8f7- Rg6h6x Qa2b2x Rh6h7+ Kf7g6- Rh7b7- Qb2c1+ Kg1h2- Qc1f4+ Pg2g3- ,68,invalid_move,*,"[29, 30, -14, 15, 13, 20, 18, 39, -14, -15, -64, -57, -83, -80, -82, 0, -6, -2, -30, 9, 8, 8, 13, 58, 59, 62, 59, 97, 91, 132, 133, 179, 132, 133, 133, 235, 167, 613, -20, 535, 47, 646, 122, 528, 70, 516, 514, 589, 548, 99996, 689, 99999, 173, 773, 161, 171, 181, 200, 13, 48, 12, 395, 0, 0, 0, 0, -349]",0.03125,0.53125
Pe2e4- Pe7e5- Pg2g3- Pd7d6- Ph2h4- Ng8f6- Pd2d3- Bf8e7- Bf1h3- Bc8h3x Ng1h3x Nb8c6- Pc2c3- Qd8d7- Pa2a4- Pa7a5- Pb2b4- Pa5b4x Pc3b4x Nc6b4x Bc1a3- Nb4c6- Nb1c3- Nc6d4- Nc3d5- Nf6d5x Pe4d5x Pc7c6- Pd5c6x Qd7c6x Ra1c1- Qc6c1x Qd1c1x Ra8c8- Qc1d2- Rc8c2- Qd2d1- Rc2a2- Ba3d6x Be7d6x Qd1b1- Ra2a4x Qb1b7x Ra4a1+ Ke1d2- Ra1h1x Qb7c8+ Ke8e7- Qc8h8x Rh1h3x Qh8g7x Rh3h2- Qg7g5+ Pf7f6- Qg5f5- Rh2f2$ Kd2e3- Rf2f5x Pg3g4- Rf5f4- Pg4g5- Pf6g5x Ph4g5x Rf4g4- ,65,invalid_move,*,"[29, 31, -52, 19, -74, -32, -72, -21, -45, -43, -42, -11, -89, -55, -150, -96, -253, -270, -258, -251, -332, -232, -228, -254, -392, -402, -410, -203, -423, -410, -649, 333, 269, 580, -423, 226, 223, 233, 109, 105, -478, 0, 0, 0, 0, 112, 98, 82, -99998, -247, -259, -99, -90, -7, -732, 326, -99999, -99995, -99995, -99996, -99996, -99995, -99996, -99992]",30.0,48.81481481481482
