Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pe7e6- Pd2d4- Pc7c5- Pd4d5- Pe6d5x Pe4d5x Pd7d6- Ng1f3- Ng8f6- Bf1d3- Bf8e7- Ph2h3- Ke8g8- Pc2c4- Pa7a6- Pa2a4- Nb8d7- Ke1g1- Nd7e5- Nf3e5x Pd6e5x Rf1e1- Be7d6- Bc1g5- Ph7h6- Bg5h4- Pg7g5- Bh4g3- Nf6h5- Qd1h5x Pf7f5- Qh5g6+ Kg8h8- Bg3e5$ Bd6e5x Qg6h6$ Kh8g8- Re1e5x Qd8f6- Qh6f6x Rf8f6x Nb1d2- Bc8d7- Ra1e1- Ra8f8- Pa4a5- Pf5f4- Nd2e4- Rf6f5- Ne4c5x Bd7c8- Bd3f5x Bc8f5x Pd5d6- Bf5d7- Re5g5$ Kg8f7- Re1e7+ Kf7f6- Nc5e4+ ,62,checkmate,1-0,"[34, 39, 29, 72, 69, 67, 67, 75, 101, 95, 97, 101, 82, 94, 110, 140, 136, 146, 147, 150, 160, 164, 162, 179, 189, 170, 159, 164, 170, 536, 535, 591, 594, 580, 584, 585, 585, 579, 578, 581, 582, 593, 594, 593, 589, 587, 602, 613, 625, 630, 638, 671, 668, 680, 690, 99985, 99993, 99998, 99999, 99999, 100000]",1.8518518518518519,4.62962962962963
Pe2e4- Pd7d6- Pd2d4- Pc7c6- Nb1c3- Nb8d7- Pf2f4- Qd8c7- Ng1f3- Pe7e5- Bf1c4- Ng8f6- Pd4e5x Pd6e5x Nf3g5- Bf8c5- Bc4f7$ Ke8f8- Ng5e6+ Kf8f7x Ne6c7x Rh8f8- Nc7a8x Pb7b6- Pf4f5- Nd7b8- Rh1f1- Bc8b7- Na8c7- Nb8d7- Qd1e2- Nd7b8- Qe2c4+ Kf7e7- Bc1g5- Ph7h6- Qc4e6+ Ke7d8- Ra1d1+ Kd8c7x Qe6e5$ Kc7c8- Bg5f4- Nb8d7- Qe5c7+ ,46,checkmate,1-0,"[35, 62, 58, 69, 79, 84, 88, 118, 99, 93, 95, 178, 181, 177, 204, 259, 242, 550, 567, 556, 569, 601, 608, 630, 626, 649, 642, 678, 700, 694, 713, 782, 794, 794, 811, 992, 1100, 1129, 1195, 99995, 99996, 99996, 99997, 99999, 100000]",1.4210526315789473,17.210526315789473
Pe2e4- Pe7e6- Nb1c3- Pd7d5- Pd2d4- Pd5e4x Nc3e4x Ng8f6- Ne4f6$ Qd8f6x Ng1f3- Bf8d6- Bc1g5- Qf6g6- Bf1d3- Pf7f5- Pc2c4- Ke8g8- Pc4c5- Bd6e7- Bg5e7x Rf8e8- Be7h4- Nb8c6- Ke1g1- Pe6e5- Pd4d5- Nc6d4- Nf3d4x Pe5d4x Pf2f3- Pc7c6- Pd5d6- Bc8e6- Qd1a4- Pb7b5- Qa4d4x Ra8d8- Qd4f4- Rd8d7- Ra1e1- Be6d5- Qf4f5x Qg6f5x Re1e8$ Kg8f7- Bd3f5x Rd7d6x Pc5d6x Kf7e8x Pd6d7+ ,52,invalid_move,*,"[29, 22, 36, 34, 37, 54, 57, 90, 76, 63, 74, 130, 123, 117, 121, 132, 133, 237, 248, 484, 457, 466, 471, 469, 486, 486, 489, 555, 534, 515, 507, 544, 578, 563, 561, 592, 600, 610, 607, 643, 634, 663, 677, 696, 712, 810, 827, 99993, 99994, 99994, 99995]",2.782608695652174,7.0
Pe2e4- Pe7e6- Pd2d4- Pd7d5- Pe4e5- Pc7c5- Pc2c3- Nb8c6- Ng1f3- Pc5d4x Pc3d4x Bf8b4+ Nb1c3- Ng8e7- Bf1d3- Ke8g8- Bd3h7$ Kg8h7x Nf3g5+ Kh7g6- Ph2h4- Ne7f5- Ph4h5+ Kg6h6- Ng5f7$ ,26,invalid_move,*,"[35, 32, 30, 33, 30, 34, 32, 34, 25, 44, 51, 115, 86, 104, 110, 294, 333, 317, 309, 309, 325, 378, 407, 402, 422]",2.0,9.75
Pe2e4- Pe7e6- Pd2d4- Pd7d5- Nb1c3- Pd5e4x Nc3e4x Ng8f6- Ne4f6$ Qd8f6x Bf1d3- Bf8d6- Ng1f3- Ke8g8- Bc1g5- Qf6g6- Bd3g6x Ph7g6x Ke1g1- Pc7c5- Pd4c5x Bd6c5x Qd1e1- Nb8c6- Kg1h1- Pb7b6- Pc2c3- Bc8b7- Pb2b4- Bc5e7- Pb4b5- Nc6a5- Bg5e7x Rf8e8- Be7b4- Na5c4- Qe1e2- Ra8d8- Qe2c4x Rd8c8- Qc4g4- Rc8d8- Rf1d1- Rd8c8- Rd1d7- Rc8d8- Nf3g5- Rd8d7x Qg4h4- Rd7d8- Qh4h7+ ,52,checkmate,1-0,"[33, 41, 29, 35, 27, 44, 51, 85, 78, 69, 66, 58, 53, 496, 494, 557, 525, 555, 538, 575, 550, 541, 534, 530, 523, 535, 519, 542, 548, 591, 575, 603, 613, 601, 598, 613, 615, 695, 691, 710, 709, 708, 714, 808, 860, 99994, 99995, 99995, 99996, 99999, 100000]",1.9545454545454546,3.772727272727273
Pe2e4- Pd7d6- Pd2d4- Pg7g6- Nb1c3- Bf8g7- Ph2h3- Ng8f6- Ng1f3- Ke8g8- Bc1e3- Nb8c6- Pd4d5- Nc6e5- Nf3e5x Pd6e5x Qd1d2- Pc7c6- Pd5c6x Pb7c6x Qd2d8x Rf8d8x Ra1d1- Rd8d1$ Ke1d1x Bc8e6- Bf1a6- Ra8b8- Pb2b3- Pc6c5- Be3c5x Rb8c8- Ba6c8x Be6c8x Bc5e7x Nf6e4x Nc3e4x Bc8f5- Ne4f6+ Bg7f6x Be7f6x Bf5c2$ Kd1c2x Kg8f8- Rh1d1- Kf8e8- Rd1d8+ ,48,checkmate,1-0,"[31, 52, 47, 63, 67, 60, 51, 49, 44, 46, 44, 67, 71, 77, 69, 74, 79, 133, 149, 155, 167, 174, 179, 194, 189, 222, 207, 215, 205, 297, 276, 484, 498, 496, 496, 523, 533, 588, 605, 613, 622, 710, 717, 99998, 99999, 99999, 100000]",0.5238095238095238,4.904761904761905
Pe2e4- Pc7c5- Ng1f3- Pd7d6- Pd2d4- Pc5d4x Nf3d4x Nb8c6- Nb1c3- Ng8f6- Bc1g5- Pe7e5- Bg5f6x Qd8f6x Nd4b5- Bf8e7- Nb5c7+ Ke8f8- Nc7a8x Bc8e6- Na8c7- Pd6d5- Pe4d5x Be6d5x Nc7d5x Qf6d6- Pg2g3- Pf7f5- Bf1g2- Pg7g6- Qd1d2- Kf8g7- Ke1c1- Rh8d8- Kc1b1- Pe5e4- Pg3g4- Be7f6- Pg4f5x Pg6f5x Qd2e3- Nc6e5- Nd5f6x Kg7f6x Rd1d6$ Rd8d6x Qe3f4- Kf6e6- Nc3e4x Rd6d1+ Rh1d1x Ne5c4- Qf4h6+ Ke6e5- Pf2f4+ ,56,checkmate,1-0,"[26, 28, 31, 30, 31, 32, 30, 50, 48, 52, 42, 104, 119, 153, 163, 298, 328, 367, 405, 485, 478, 520, 574, 645, 650, 642, 642, 654, 641, 638, 631, 641, 646, 646, 642, 647, 641, 657, 668, 676, 689, 725, 741, 790, 844, 861, 882, 892, 946, 99994, 99995, 99997, 99998, 99999, 100000]",0.5,13.75
Pe2e4- Pe7e6- Nb1c3- Pd7d5- Pd2d4- Pd5e4x Nc3e4x Ng8f6- Ne4f6$ Qd8f6x Ng1f3- Bf8d6- Bc1g5- Qf6g6- Bf1d3- Pf7f5- Qd1e2- Ke8g8- Ph2h4- Ph7h6- Ph4h5- Qg6f7- Bg5d2- Nb8c6- Ke1c1- Pa7a6- Kc1b1- Pb7b5- Pg2g4- Pf5g4x Nf3h4- Pg4g3- Qe2e4- Pg3f2x Qe4h7+ ,36,checkmate,1-0,"[31, 36, 30, 27, 33, 48, 57, 75, 79, 74, 72, 122, 132, 125, 132, 128, 106, 131, 146, 140, 139, 125, 131, 141, 143, 175, 192, 226, 255, 269, 244, 460, 443, 99999, 100000]",2.4375,6.5625
Pe2e4- Pc7c5- Ng1f3- Pd7d6- Pd2d4- Pc5d4x Nf3d4x Nb8c6- Nb1c3- Ng8f6- Bc1g5- Pe7e5- Bg5f6x Qd8f6x Nd4b5- Bf8e7- Nb5c7+ Ke8f8- Nc7a8x Bc8e6- Na8c7- Ph7h6- Nc7d5- Be6d5x Nc3d5x Qf6e6- Pc2c3- Pf7f5- Pe4f5x Qe6f5x Nd5e3- Qf5e6- Bf1c4- Qe6f6- Bc4d5- Nc6d8- Ke1g1- Pg7g5- Qd1b3- Pb7b6- Pa2a4- Ph6h5- Pa4a5- Pg5g4- Pa5b6x Pa7b6x Ra1a7- Ph5h4- Ne3g4x Qf6g5- Ph2h3- ,52,invalid_move,*,"[33, 33, 35, 30, 47, 46, 39, 58, 47, 51, 46, 114, 108, 163, 157, 269, 305, 369, 393, 472, 476, 518, 520, 556, 560, 559, 549, 579, 587, 577, 574, 592, 596, 567, 568, 616, 608, 623, 612, 644, 621, 639, 630, 662, 661, 655, 653, 671, 675, 680, 675]",2.08,4.24
Pe2e4- Pe7e6- Nb1c3- Pd7d5- Pd2d4- Pd5e4x Nc3e4x Ng8f6- Ne4f6$ Qd8f6x Ng1f3- Bf8d6- Bc1g5- Qf6g6- Bf1d3- Pf7f5- Ke1g1- Ke8g8- Rf1e1- Nb8c6- Bg5d2- Pe6e5- Pd4e5x Nc6e5x Nf3e5x Bd6e5x Re1e5x Qg6f6- Bd2c3- Pc7c6- Qd1e1- Bc8d7- Re5e7- Ra8e8- Bc3f6x Rf8f6x Re7e8$ Bd7e8x Qe1e8$ Rf6f8- Bd3c4+ Kg8h8- Qe8f8$ ,44,checkmate,1-0,"[31, 34, 21, 30, 32, 41, 53, 82, 80, 69, 94, 115, 124, 120, 117, 114, 104, 109, 109, 112, 115, 196, 206, 536, 522, 513, 527, 583, 580, 636, 655, 710, 714, 99990, 99992, 99993, 99994, 99997, 99998, 99998, 99999, 99999, 100000]",1.6875,6.125
