Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pd2d4- Ng8f6- Pe2e3- Pe7e6- Pf2f4- Pc7c5- Ng1f3- Pd7d5- Pc2c3- Bf8e7- Bf1d3- Ke8g8- Ke1g1- Pb7b6- Nf3e5- Bc8a6- Bd3a6x Nb8a6x Qd1f3- Ra8c8- Nb1d2- Qd8c7- Nd2b3- Na6b8- Nb3d2- Nb8d7- Nd2b3- Rf8d8- Nb3d2- Pb6b5- Pa2a3- Pa7a5- Nd2b3- Pa5a4- Nb3d2- Ph7h5- Ph2h4- Pg7g6- Pg2g3- Qc7b7- Kg1g2- Nd7b6- Rf1h1- Nb6c4- Nd2c4x Pb5c4x Ne5c4x Pc5d4x Pe3d4x Rc8c4x Bc1d2- Qb7b2x Ra1b1- Qb2d2$ Qf3f2- Qd2f2$ Kg2f2x Nf6e4+ Kf2e3- Rc4c3$ Ke3e2- Rc3c2+ Ke2f3- Rd8c8- Rh1c1- Rc8c3+ ,67,checkmate,0-1,"[31, 33, 14, 17, -18, -22, -23, -25, -27, -32, -29, -33, -30, -32, -36, -24, -28, -33, -67, -71, -71, -75, -106, -103, -88, -90, -117, -121, -128, -133, -117, -121, -136, -135, -133, -103, -193, -192, -221, -216, -215, -229, -247, -226, -241, -256, -437, -421, -483, -501, -570, -567, -685, -676, -676, -666, -673, -689, -734, -757, -765, -771, -99995, -99996, -99999, -100000]",27.366666666666667,3.7419354838709675
Pd2d4- Ng8f6- Pc2c4- Pe7e6- Pa2a3- Pd7d5- Nb1c3- Pc7c5- Pe2e3- Pd5c4x Bf1c4x Pa7a6- Ng1f3- Pb7b5- Bc4a2- Nb8d7- Ke1g1- Bc8b7- Pb2b3- Pc5d4x Pe3d4x Ra8c8- Bc1b2- Bf8a3x Ba2b1- Ba3b2x Ra1a2- Bb2c3x Ra2c2- Nf6d5- Nf3e5- Nd7e5x Pd4e5x Bc3e5x Qd1e1- Be5c3- Qe1d1- Qd8f6- Qd1e2- Ke8g8- Qe2d1- Rf8d8- Qd1e2- Nd5f4- Qe2e3- Bb7g2x Rf1e1- Bc3e1x Rc2c8x Rd8c8x Qe3e1x Bg2h3- Bb1d3- Qf6g5+ Kg1h1- Qg5g2+ ,57,checkmate,0-1,"[31, 36, 39, 36, 11, 11, -8, -15, -14, -21, -14, -17, -18, -18, -12, -14, -17, -25, -59, -56, -94, -97, -141, -140, -593, -604, -625, -612, -620, -614, -646, -651, -651, -648, -672, -681, -686, -686, -699, -695, -726, -717, -765, -788, -801, -818, -887, -1185, -99989, -99992, -99995, -99996, -99998, -99999, -99999, -100000]",38.30434782608695,1.8333333333333333
Pd2d4- Ng8f6- Bc1e3- Pd7d5- Pg2g3- Pc7c5- Pd4c5x Nf6g4- Be3d4- Pe7e5- Bd4c3- Bf8c5x Pe2e3- Pd5d4- Pe3d4x Pe5d4x Qd1g4x Bc8g4x Pf2f3- Ke8g8- Pf3g4x Qd8d5- Ng1f3- Qd5f3x Rh1g1- Rf8e8+ Bf1e2- Qf3e2$ ,29,checkmate,0-1,"[31, 30, -17, -24, -32, -36, -92, -72, -82, -79, -264, -276, -267, -262, -301, -324, -627, -630, -691, -693, -671, -662, -842, -941, -99996, -99997, -99999, -100000]",80.81818181818181,3.0833333333333335
Pe2e3- Pe7e5- Pd2d4- Pe5d4x Pe3d4x Ng8f6- Nb1c3- Pd7d5- Bc1e3- Bf8d6- Bf1d3- Ke8g8- Ng1f3- Rf8e8- Ke1g1- Pc7c6- Be3g5- Bc8g4- Bg5f6x Qd8f6x Ph2h3- Bg4f3x Qd1f3x Qf6d4x Ra1d1- Qd4e5- Qf3e2- Qe5h2+ ,29,checkmate,0-1,"[19, 22, 15, 15, 12, 17, 3, 5, -12, -22, -15, -10, -16, -4, -16, -12, -28, -34, -140, -150, -149, -167, -163, -151, -220, -212, -99999, -100000]",20.833333333333332,3.923076923076923
Pd2d4- Ng8f6- Pc2c4- Pe7e6- Pe2e3- Pd7d5- Nb1c3- Pc7c5- Ng1f3- Pa7a6- Bf1e2- Pd5c4x Ke1g1- Pb7b5- Pa2a4- Pb5b4- Nc3a2- Nb8c6- Pd4c5x Bc8b7- Pb2b3- Qd8d1x Rf1d1x Pc4b3x Na2b4x Nc6b4x Ra1b1- Bf8c5x Bc1b2- Bb7e4- Bb2f6x Pg7f6x Nf3d2- Be4b1x Nd2b1x Ra8d8- Nb1c3- Rd8d1$ Nc3d1x Ke8e7- Nd1b2- Rh8d8- Be2a6x Nb4a6x Nb2c4- Rd8d1+ ,47,checkmate,0-1,"[31, 39, 42, 38, 15, 16, 12, 11, 14, 9, -19, -20, -28, -17, -25, -8, -64, -73, -77, -92, -317, -355, -368, -369, -363, -376, -418, -412, -448, -460, -449, -490, -503, -483, -534, -531, -585, -603, -607, -612, -618, -608, -672, -690, -99999, -100000]",30.428571428571427,3.4545454545454546
Pd2d4- Ng8f6- Pc2c4- Pe7e6- Pe2e3- Pd7d5- Nb1c3- Bf8e7- Ng1f3- Ke8g8- Bf1d3- Pd5c4x Bd3c4x Pc7c5- Pd4d5- Pe6d5x Nc3d5x Nb8c6- Nd5f6$ Be7f6x Ke1g1- Bc8f5- Qd1b3- Nc6a5- Qb3b5- Na5c4x Qb5c4x Bf5d3- Qc4b3- Pc5c4- Qb3b7x Bd3f1x Kg1f1x Qd8d3+ Kf1g1- Qd3d1+ Nf3e1- Qd1e1$ ,39,checkmate,0-1,"[31, 37, 36, 37, 15, 13, 13, 10, 12, 5, 6, 8, 5, 1, -62, -53, -59, -50, -116, -134, -114, -155, -380, -400, -387, -397, -407, -417, -411, -411, -539, -527, -612, -656, -99998, -99999, -99999, -100000]",38.0625,2.2941176470588234
Pe2e4- Pc7c5- Pd2d4- Pc5d4x Pc2c4- Pe7e5- Ng1f3- Ng8f6- Bf1d3- Pd7d6- Ke1g1- Nb8d7- Nb1d2- Pb7b6- Pb2b3- Pg7g6- Bc1b2- Pa7a5- Ra1c1- Nd7c5- Bd3b1- Bf8h6- Rf1e1- Ke8g8- Nd2f1- Bc8b7- Nf1g3- Nc5e6- Pa2a3- Nf6d7- Nf3d2- Bb7c6- Nd2f3- Bh6g7- Ph2h3- Ra8a7- Qd1d2- Nd7c5- Re1d1- Nc5b3x Qd2e2- Ne6f4- Qe2e1- Ra7c7- Bb2a1- Nb3c1x Rd1c1x Rc7c8- Rc1d1- Nf4e6- Nf3d2- Bc6a4- Rd1c1- Ba4c6- Nd2b3- Rf8e8- Nb3d2- Ne6c5- Nd2b3- Nc5b3x Qe1d2- Nb3d2x Rc1d1- Nd2c4x Bb1a2- Bc6a4- Ba2c4x Rc8c4x Rd1c1- Rc4c1$ ,71,invalid_move,*,"[29, 22, 13, 24, -215, -206, -232, -240, -242, -235, -230, -237, -255, -253, -267, -264, -316, -314, -338, -341, -343, -339, -347, -341, -351, -338, -337, -335, -337, -330, -350, -346, -341, -325, -339, -326, -340, -329, -508, -504, -492, -473, -468, -485, -531, -505, -495, -486, -515, -502, -533, -481, -490, -508, -559, -579, -560, -537, -612, -613, -812, -819, -846, -846, -851, -863, -876, -882, -1158, -1220]",41.0,7.314285714285714
Pe2e4- Pe7e6- Pd2d3- Pd7d5- Pe4d5x Pe6d5x Ng1f3- Bf8d6- Bf1e2- Ng8f6- Ke1g1- Ke8g8- Pc2c3- Rf8e8- Pd3d4- Ph7h6- Nb1d2- Pb7b6- Nd2b3- Pc7c5- Nb3d2- Nb8c6- Be2b5- Qd8c7- Bb5c6x Qc7c6x Nf3e5- Bd6e5x Pd4e5x Re8e5x Nd2f3- Re5e4- Bc1f4- Re4f4x Nf3e5- Qc6c7- Ne5f3- Rf4e4- Nf3d2- Re4e8- Nd2f3- Bc8f5- Nf3h4- Bf5c8- Qd1f3- Re8e4- Qf3g3- Qc7e7- Ra1e1- Re4e1x Rf1e1x Qe7e1$ ,53,checkmate,0-1,"[29, 30, 8, 14, -23, -19, -12, -23, -27, -24, -16, -12, -38, -38, -38, -38, -50, -52, -85, -87, -118, -104, -107, -103, -161, -184, -228, -242, -238, -239, -227, -237, -559, -559, -555, -544, -608, -583, -578, -586, -591, -601, -605, -585, -546, -567, -567, -581, -662, -651, -99999, -100000]",31.083333333333332,4.12
Pd2d4- Ng8f6- Pe2e3- Pd7d5- Pf2f3- Pc7c5- Pc2c3- Qd8c7- Bf1d3- Pe7e5- Ng1e2- Nb8c6- Ke1g1- Bf8d6- Bd3c2- Pe5d4x Pe3d4x Bd6h2$ Kg1h1- Bh2d6- Ne2f4- Bd6f4x Bc1f4x Qc7f4x Qd1e2+ Bc8e6- Nb1a3- Pc5d4x Pc3d4x Ke8g8- Ra1e1- Rf8e8- Qe2f2- Be6d7- Na3b5- Nc6b4- Nb5c7- Qf4c7x Pa2a3- Nb4c2x Qf2c2x Qc7c2x Re1e8$ Ra8e8x Rf1f2- Qc2f2x Pg2g3- Re8e1+ ,49,checkmate,0-1,"[31, 37, 20, 15, -80, -86, -76, -73, -86, -97, -114, -128, -130, -125, -143, -131, -132, -140, -124, -128, -522, -528, -508, -513, -542, -526, -539, -560, -587, -579, -552, -568, -560, -554, -569, -582, -621, -609, -701, -689, -797, -833, -99994, -99995, -99997, -99998, -99999, -100000]",44.0,3.8095238095238093
Pe2e4- Pc7c5- Pa2a4- Nb8c6- Bf1b5- Pe7e6- Pc2c3- Ng8f6- Pd2d3- Nc6a5- Pb2b3- Pa7a6- Bb5c4- Pd7d5- Pe4d5x Pe6d5x ,17,invalid_move,*,"[29, 19, -3, -6, -1, -6, -18, -27, -32, -35, -158, -152, -279, -295, -285, -312]",41.285714285714285,0.75
