Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pd7d6- Pd2d4- Pe7e6- Nb1c3- Nb8c6- Bc1e3- Ng8f6- Qd1d2- Bf8e7- Ph2h3- Ke8g8- Pd4d5- Nc6e5- Pf2f4- Ne5g6- Ke1c1- Pe6d5x Pe4d5x Ng6h4- Pg2g3- Nh4f5- Be3f2- Pc7c6- Pg3g4- Nf5h6- Pg4g5- Nf6h5- Pg5h6x Pg7h6x Pd5c6x Pb7c6x Ng1f3- Bc8f5- Nf3d4- Nh5f4x Nd4f5x Nf4g6- Nf5e7$ Qd8e7x Rh1g1- Ra8b8- Qd2d6x Qe7d6x Rd1d6x Rb8b6- Bf1c4- Rf8b8- Pb2b3- Pa7a5- Rd6d7- Rb6b4- Bc4f7$ Kg8f8- Bf2c5+ Kf8g7- Bf7c4+ Kg7h8- Bc5d4+ Ng6e5- Bd4e5$ ,62,checkmate,1-0,"[33, 63, 56, 78, 75, 91, 92, 81, 82, 88, 100, 94, 92, 100, 96, 85, 81, 90, 97, 176, 172, 171, 204, 218, 262, 369, 359, 458, 410, 514, 508, 503, 501, 546, 537, 621, 626, 622, 614, 625, 628, 640, 639, 642, 654, 674, 684, 698, 706, 709, 762, 808, 881, 99996, 99997, 99997, 99998, 99998, 99999, 99999, 100000]",1.4615384615384615,10.076923076923077
Pe2e4- Pa7a6- Pd2d4- Pb7b5- Pa2a4- Pb5a4x Ng1f3- Bc8b7- Bf1d3- Pe7e6- Ke1g1- Ng8f6- Pe4e5- Nf6d5- Bd3e4- Pc7c5- Pc2c4- Nd5e7- Be4b7x Ne7g6- Bb7a8x Nb8c6- Ba8c6x Pd7c6x Qd1a4x Qd8d7- Qa4a6x Bf8e7- Qa6a8+ Be7d8- Ra1a7- Ke8g8- Ra7d7x Bd8e7- Qa8c6x Ng6h4- Nf3h4x Be7h4x Pd4c5x Ph7h6- Qc6e4- Bh4e7- Rd7e7x Rf8c8- Pc5c6- Rc8c6x Re7e8+ ,48,checkmate,1-0,"[26, 58, 66, 121, 119, 155, 148, 163, 159, 167, 170, 158, 175, 166, 162, 277, 278, 527, 529, 633, 620, 669, 666, 675, 678, 685, 685, 700, 719, 716, 733, 855, 862, 871, 881, 925, 960, 972, 986, 985, 1008, 1077, 99987, 99992, 99993, 99999, 100000]",1.65,45.23809523809524
Pe2e4- Pd7d5- Pe4d5x Pc7c6- Pd5c6x Pb7c6x Ng1f3- Ng8f6- Pg2g3- Bc8g4- Bf1g2- Pe7e6- Ph2h3- Bg4h5- Ke1g1- Bf8e7- Pd2d4- Ke8g8- Pc2c4- Nb8d7- Nb1c3- Pa7a5- Pg3g4- Bh5g6- Nf3h4- Bg6c2- Qd1c2x Pc6c5- Pd4c5x Nd7c5x Bc1e3- Ra8c8- Ra1d1- Qd8c7- Nh4f3- Nc5e4- Nc3e4x Nf6e4x Qc2e4x Pf7f5- Qe4e6$ Kg8h8- Rd1d7- Qc7c5- Be3c5x Rc8c5x Qe6e7x Rc5c8- Qe7g7$ ,50,checkmate,1-0,"[31, 72, 75, 89, 69, 156, 166, 164, 161, 204, 198, 206, 212, 197, 200, 214, 217, 224, 214, 210, 206, 210, 230, 212, 219, 495, 505, 536, 513, 554, 572, 576, 587, 582, 583, 617, 607, 611, 625, 710, 712, 717, 710, 940, 986, 99995, 99996, 99999, 100000]",2.0,7.0
Pe2e4- Pd7d6- Pd2d4- Nb8c6- Pd4d5- Nc6e5- Nb1c3- Pe7e6- Pf2f4- Ne5g6- Pd5e6x Bc8e6x Pf4f5- Be6d7- Pf5g6x Ph7g6x Bc1f4- Qd8e7- Qd1d4- Ke8c8- Qd4a7x Pb7b6- Qa7a8+ ,24,checkmate,1-0,"[33, 63, 58, 57, 95, 86, 91, 168, 173, 175, 177, 369, 379, 372, 360, 366, 365, 412, 403, 460, 456, 99999, 100000]",1.7,6.0
Pe2e4- Pc7c5- Ng1f3- Pd7d5- Pe4d5x Qd8d5x Nb1c3- Qd5d8- Pd2d4- Pc5d4x Qd1d4x Nb8c6- Qd4d8$ Nc6d8x Nc3b5- Pa7a6- Nb5c7+ Ke8d7- Nc7a8x Pb7b5- Bc1e3- Bc8b7- Ra1d1+ Kd7c8- Na8b6+ Kc8c7- Rd1d7+ Kc7c6- Nf3e5+ ,30,checkmate,1-0,"[34, 34, 27, 123, 101, 127, 105, 105, 121, 149, 149, 195, 185, 330, 334, 600, 592, 605, 606, 638, 658, 745, 779, 788, 797, 805, 805, 99999, 100000]",0.0,6.461538461538462
Pe2e4- Nb8c6- Nb1c3- Pe7e6- Pd2d4- Pd7d5- Pe4e5- Pf7f5- Nc3e2- Pg7g6- Ph2h4- Ph7h5- Bc1g5- Bf8e7- Ng1f3- Be7g5x Nf3g5x Qd8e7- Qd1d2- Ng8h6- Ne2f4- Nh6g4- Nf4g6x Qe7g7- Ng6h8x Qg7h8x Ke1c1- Nc6d4x Qd2d4x Pb7b6- Bf1b5+ Bc8d7- Ng5e6x Bd7b5x Qd4d5x Bb5c6- Qd5c6$ Ke8f7- Rd1d7+ Kf7g6- Ne6f4+ ,42,checkmate,1-0,"[36, 39, 21, 83, 71, 83, 81, 179, 191, 220, 224, 310, 336, 318, 321, 326, 333, 335, 328, 360, 371, 508, 515, 500, 492, 492, 484, 531, 521, 604, 614, 623, 634, 685, 730, 99997, 99998, 99998, 99999, 99999, 100000]",1.9411764705882353,8.0
Pe2e4- Pe7e6- Pd2d4- Bf8e7- Bf1d3- Pc7c6- Qd1g4- Pd7d5- Qg4g7x Be7f6- Qg7g3- Ng8e7- Pe4e5- Bf6h4- Qg3h4x Rh8g8- Ng1f3- Ne7f5- Qh4h7x Rg8g2x Bd3f5x Pe6f5x Qh7h8+ Rg2g8- Qh8g8$ Ke8d7- Qg8f7$ Qd8e7- Pe5e6+ Kd7d6- Bc1f4+ ,32,checkmate,1-0,"[33, 43, 35, 81, 80, 127, 130, 155, 171, 156, 159, 262, 251, 553, 569, 574, 555, 601, 625, 632, 581, 576, 580, 1090, 1124, 1155, 1189, 1206, 1218, 99999, 100000]",1.4285714285714286,10.428571428571429
Pe2e4- Pc7c5- Ng1f3- Pd7d5- Pe4d5x Qd8d5x Nb1c3- Qd5e6+ Bf1e2- Ng8f6- Pd2d4- Pc5d4x Nf3d4x Qe6b6- Bc1e3- Qb6b2x Nd4b5- Pa7a6- Nb5c7+ ,20,checkmate,1-0,"[33, 33, 34, 112, 116, 121, 103, 158, 146, 171, 190, 179, 187, 206, 208, 500, 521, 99999, 100000]",1.375,6.875
Pe2e4- Pe7e5- Ng1f3- Pd7d6- Pd2d4- Pe5d4x Nf3d4x Ng8f6- Nb1c3- Pc7c5- Bf1b5+ Bc8d7- Nd4f5- Bd7b5x Nc3b5x Qd8a5+ Nb5c3- Pg7g6- Nf5d6$ Bf8d6x Qd1d6x Qa5c7- Qd6f6x Rh8f8- Bc1g5- Ph7h6- Nc3d5- Qc7d6- Qf6d6x Nb8d7- Qd6e7+ ,32,checkmate,1-0,"[36, 39, 27, 61, 57, 56, 65, 57, 64, 189, 131, 205, 191, 237, 255, 243, 252, 341, 326, 339, 332, 680, 676, 665, 694, 757, 746, 99998, 99999, 99999, 100000]",2.4615384615384617,5.538461538461538
Pe2e4- Pe7e5- Ng1f3- Pd7d6- Pd2d4- Nb8c6- Pd4d5- Nc6e7- Pc2c4- Pf7f5- Nb1c3- Pf5f4- Pg2g3- Pf4g3x Ph2g3x Bc8g4- Bf1e2- Ng8f6- Nf3g5- Ph7h6- Be2g4x Ph6g5x Rh1h8x Nf6g4x Qd1g4x Qd8d7- Rh8f8$ Ke8f8x Qg4d7x Kf8f7- Bc1g5x Ra8f8- Qd7e6+ Kf7e8- Qe6e7$ ,36,checkmate,1-0,"[33, 31, 25, 48, 58, 84, 76, 80, 87, 101, 97, 153, 168, 249, 252, 296, 292, 305, 298, 598, 585, 581, 585, 625, 647, 758, 820, 840, 849, 99991, 99993, 99998, 99999, 99999, 100000]",0.42857142857142855,9.428571428571429
