Move History,Number of Plies,Outcome,Result,Player Scores,ACPL White,ACPL Black
Pe2e4- Pe7e5- Ng1f3- Pd7d5- Pe4d5x Ng8f6- Nf3e5x Pc7c6- Pd5c6x Nb8c6x Ne5c6x Pb7c6x Bf1e2- Bf8c5- Pd2d3- Ke8g8- Ke1g1- Rf8e8- Nb1d2- Bc8a6- Nd2b3- Bc5b6- Be2f3- Nf6d5- Bc1d2- Pc6c5- Pc2c4- Nd5b4- Bd2b4x Pc5b4x Bf3a8x Qd8a8x Rf1e1- Ba6b7- Re1e8$ Qa8e8x Qd1f1- Bb7g2x Ra1e1- Qe8d7- Qf1g2x Qd7d3x Re1e8+ ,44,checkmate,1-0,"[33, 32, 26, 94, 99, 108, 110, 187, 203, 196, 184, 206, 191, 228, 213, 217, 212, 197, 206, 259, 250, 246, 260, 279, 273, 365, 365, 384, 385, 375, 388, 380, 387, 419, 423, 422, 413, 481, 507, 519, 497, 99999, 100000]",2.3,4.85
Pe2e4- Pe7e5- Ng1f3- Qd8f6- Nb1c3- Bf8c5- Nc3d5- Qf6d6- Pd2d4- Pe5d4x Bc1f4- Qd6b6- Nd5b6x Pa7b6x Bf4c7x Nb8a6- Bf1a6x Pb7a6x Ke1g1- Ng8f6- Pb2b4- Bc5b4x Qd1d4x Nf6e4x Qd4e4$ Bb4e7- Bc7d6- Ke8g8- Bd6e7x Rf8e8- Qe4a8x Bc8b7- Qa8e8$ ,34,checkmate,1-0,"[33, 29, 20, 131, 137, 226, 220, 350, 356, 366, 382, 566, 537, 539, 522, 593, 583, 589, 593, 596, 595, 590, 604, 747, 746, 758, 757, 761, 762, 853, 890, 99999, 100000]",0.6,5.6
Pe2e4- Pe7e5- Ng1f3- Pf7f6- Nf3e5x Pf6e5x Qd1h5+ Ke8e7- Qh5e5$ Ke7f7- Bf1c4+ Kf7g6- Qe5f5+ Kg6h6- Ph2h4- Ng8e7- Qf5g5+ ,18,checkmate,1-0,"[33, 28, 22, 152, 170, 239, 283, 298, 310, 313, 301, 99989, 99990, 99990, 99991, 99999, 100000]",1.0,14.8
Pe2e4- Pc7c6- Pd2d4- Pb7b6- Ng1f3- Pd7d6- Nb1c3- Nb8d7- Pa2a4- Pe7e6- Pd4d5- Pe6d5x Pe4d5x Nd7f6- Pd5c6x Bc8d7- Pc6d7$ Nf6d7x Bf1a6- Pd6d5- Nc3d5x Nd7c5- Ba6b5+ Nc5d7- Ke1g1- Pa7a6- Rf1e1+ Bf8e7- Bb5c6- Ng8f6- Nd5e7x Qd8e7x Re1e7$ Ke8e7x Bc1f4- Ra8d8- Qd1d6+ Ke7e8- Ra1e1+ Nf6e4- Re1e4$ ,42,checkmate,1-0,"[33, 47, 34, 105, 121, 118, 130, 123, 112, 134, 145, 225, 240, 346, 340, 649, 625, 594, 617, 657, 643, 788, 747, 744, 750, 774, 767, 769, 766, 788, 813, 804, 838, 850, 858, 99997, 99998, 99998, 99999, 99999, 100000]",3.1176470588235294,8.823529411764707
Pe2e4- Pd7d6- Pd2d4- Nb8c6- Pd4d5- Nc6e5- Pf2f4- Ne5g6- Ng1f3- Pe7e5- Pd5e6x Bc8e6x Pf4f5- Be6c8- Pf5g6x Ph7g6x Bc1f4- Ng8f6- Nb1c3- Bc8g4- Qd1d3- Pc7c6- Ke1c1- Pd6d5- Pe4d5x Pc6d5x Qd3b5+ Nf6d7- Nc3d5x Ra8b8- Bf1c4- Pa7a6- Rh1e1+ Bf8e7- Qb5b4- Nd7b6- Nd5f6+ Ke8f8- Rd1d8$ Rb8d8x Qb4e7$ ,42,checkmate,1-0,"[34, 48, 52, 100, 95, 113, 102, 143, 160, 168, 169, 356, 365, 378, 359, 376, 376, 375, 392, 386, 387, 401, 410, 526, 510, 539, 548, 534, 556, 689, 659, 695, 701, 736, 744, 99996, 99997, 99998, 99999, 99999, 100000]",1.2352941176470589,6.0588235294117645
Pe2e4- Pe7e6- Pd2d4- Pa7a6- Nb1c3- Ng8f6- Ph2h4- Pd7d5- Pe4e5- Nf6d7- Bc1g5- Bf8e7- Qd1g4- Be7g5x Ph4g5x Pg7g6- Ng1f3- Nb8c6- Qg4f4- Pb7b5- Nc3d1- Bc8b7- Nd1e3- Nc6b4- Pa2a3- Nb4c6- Bf1d3- Pa6a5- Bd3b5x Pa5a4- Ne3g4- Nc6a5- Ng4f6+ Ke8e7- Nf6d7x Qd8d7x Qf4f6+ Ke7e8- Qf6h8$ Ke8e7- Qh8f6+ Ke7e8- Rh1h7x Na5c4- Rh7h8+ ,46,checkmate,1-0,"[34, 38, 33, 46, 61, 87, 51, 77, 59, 58, 55, 95, 96, 101, 105, 138, 153, 208, 222, 232, 221, 231, 239, 305, 292, 300, 290, 362, 336, 384, 375, 577, 571, 660, 621, 99993, 99994, 99994, 99995, 99995, 99996, 99996, 99997, 99999, 100000]",0.058823529411764705,3.3529411764705883
Pe2e4- Pd7d6- Pd2d4- Nb8d7- Nb1c3- Pc7c6- Pf2f4- Qd8c7- Ng1f3- Pe7e5- Pf4e5x Pd6e5x Bf1c4- Bf8e7- Nf3g5- Ph7h6- Bc4f7$ Ke8d8- Ng5e6+ ,20,checkmate,1-0,"[36, 52, 54, 71, 66, 70, 73, 114, 87, 86, 93, 92, 113, 80, 35, 599, 603, 99999, 100000]",4.375,4.625
Pe2e4- Pc7c5- Ng1f3- Pe7e6- Pd2d4- Pc5d4x Nf3d4x Pd7d5- Bf1b5+ Nb8c6- Nd4c6x Pb7c6x Bb5c6$ Bc8d7- Bc6a8x Qd8a8x Pe4d5x Pe6d5x Ke1g1- Ng8f6- Rf1e1+ Bf8e7- Nb1c3- Ke8g8- Re1e7x Bd7g4- Qd1d4- Bg4e6- Bc1f4- Nf6g4- Re7a7x Qa8a7x Qd4a7x Ng4f6- Pf2f3- Rf8e8- Ra1e1- Re8e7- Qa7e7x Be6f5- Qe7d8+ Nf6e8- Qd8e8$ ,44,checkmate,1-0,"[31, 27, 27, 39, 39, 46, 44, 116, 130, 335, 347, 352, 348, 351, 353, 350, 340, 343, 371, 374, 351, 368, 368, 487, 503, 542, 546, 543, 547, 573, 557, 661, 661, 663, 668, 670, 677, 841, 898, 99998, 99999, 99999, 100000]",0.5263157894736842,7.842105263157895
Pe2e4- Pe7e5- Ng1f3- Pf7f6- Nf3e5x Pf6e5x Qd1h5+ Ke8e7- Qh5e5$ Ke7f7- Bf1c4+ Kf7g6- Qe5f5+ Kg6h6- Ph2h4- Pg7g5- Ph4g5$ Kh6g7- Qf5f7+ ,20,checkmate,1-0,"[33, 29, 29, 159, 158, 264, 272, 304, 289, 314, 308, 99989, 99990, 99990, 99991, 99998, 99999, 99999, 100000]",0.8,1.6
Pe2e4- Pb7b5- Bf1b5x Pa7a5- Nb1c3- Pc7c6- Bb5e2- Pd7d5- Pd2d4- Pd5e4x Nc3e4x Ph7h5- Ng1f3- Ke8d7- Nf3e5+ Kd7e8- Ne4g5- Pf7f6- Be2h5$ Pg7g6- Bh5g6$ ,22,checkmate,1-0,"[26, 142, 161, 210, 216, 185, 183, 184, 182, 227, 213, 288, 289, 491, 516, 530, 510, 99997, 99998, 99999, 100000]",3.875,6.375
Pe2e4- Pe7e5- Ng1f3- Pa7a6- Nf3e5x Pd7d5- Pd2d4- Pd5e4x Bf1c4- Pb7b5- Bc4f7$ Ke8e7- Bf7g8x Rh8g8x Bc1g5+ Ke7e8- Bg5d8x Ke8d8x Nb1d2- Bf8d6- Nd2e4x Pb5b4- Ke1g1- Pb4b3- Ne5f7+ Kd8e7- Ne4g5- Pb3c2x Rf1e1+ Bc8e6- Re1e6$ Ke7f8- Ng5h7$ Kf8f7x Nh7g5+ Kf7f8- Qd1f3+ Bd6f4- Qf3f4$ ,40,checkmate,1-0,"[28, 29, 27, 133, 134, 157, 156, 305, 317, 660, 665, 667, 668, 666, 660, 668, 653, 648, 673, 678, 679, 708, 719, 739, 766, 789, 807, 879, 926, 942, 1031, 99996, 99997, 99997, 99998, 99998, 99999, 99999, 100000]",0.4666666666666667,15.8
Pe2e4- Pb7b6- Pd2d4- Bc8a6- Bf1a6x Nb8a6x Qd1e2- Pe7e6- Qe2a6x Bf8b4+ Pc2c3- Bb4d6- Qa6d3- Ng8f6- Pe4e5- Bd6e5x Pd4e5x Nf6d5- Ng1h3- Pf7f6- Pe5f6x Qd8f6x Ke1g1- Pd7d6- Qd3b5+ Ke8e7- Pc3c4- Nd5f4- Bc1f4x Pe6e5- Bf4g5- Qf6g5x Nh3g5x Ph7h6- Ng5e4- Ra8f8- Nb1c3- Rf8f5- Nc3d5+ Ke7e6- Nd5c7$ Ke6e7- Qb5d5- Rh8f8- Qd5d6$ Ke7f7- Qd6e6+ ,48,checkmate,1-0,"[33, 84, 94, 159, 163, 157, 150, 483, 481, 515, 511, 555, 524, 562, 553, 550, 552, 560, 561, 570, 569, 562, 554, 615, 602, 694, 682, 748, 740, 802, 812, 821, 817, 824, 826, 842, 860, 957, 1056, 1078, 99986, 99989, 99990, 99998, 99999, 99999, 100000]",0.8,7.684210526315789
Pe2e4- Pc7c6- Pd2d4- Pg7g6- Bf1d3- Bf8g7- Pc2c3- Qd8b6- Pa2a4- Ng8f6- Pe4e5- Nf6d5- Pf2f4- Pe7e6- Nb1d2- Pd7d6- Nd2c4- Qb6c7- Nc4d6$ Ke8d7- Nd6f7x Rh8f8- Nf7g5- Nb8a6- Ng1e2- Na6b8- Bc1d2- Pb7b6- Ke1g1- Ph7h6- Ng5e4- Pg6g5- Pf4g5x Ph6g5x Bd2g5x Qc7d8- Bg5d8x Kd7d8x Qd1d2- Kd8c7- Qd2g5- Nd5e7- Qg5g7x Rf8g8- Qg7e7$ Nb8d7- Rf1f7- Rg8g2$ Kg1g2x Bc8b7- Qe7d7$ Kc7b8- Qd7b7$ ,54,checkmate,1-0,"[29, 61, 44, 68, 65, 56, 63, 112, 109, 108, 115, 96, 94, 238, 224, 392, 399, 414, 434, 506, 487, 505, 491, 553, 535, 620, 589, 583, 585, 584, 590, 696, 665, 664, 664, 723, 746, 746, 773, 774, 771, 934, 973, 1078, 1144, 1195, 99993, 99994, 99995, 99998, 99999, 99999, 100000]",1.608695652173913,9.272727272727273
Pe2e4- Ng8f6- Pe4e5- Nf6g4- Qd1g4x Pf7f6- Pd2d4- Pf6e5x Qg4h5+ Pg7g6- Qh5e5x Pd7d6- Qe5h8x Pe7e5- Ng1f3- Pc7c5- Pd4e5x Pb7b6- Nb1c3- Pb6b5- Bc1g5- Pb5b4- Nc3e4- Pd6d5- Bf1b5+ Nb8d7- Ne4d6+ ,28,checkmate,1-0,"[31, 79, 72, 393, 390, 488, 455, 532, 512, 513, 519, 598, 623, 628, 623, 676, 679, 775, 761, 869, 927, 968, 1067, 99995, 99996, 99999, 100000]",0.0,17.363636363636363
Pe2e4- Pa7a6- Pd2d4- Pa6a5- Nb1c3- Pa5a4- Pa2a3- Ph7h6- Bf1d3- Pg7g6- Pf2f4- Bf8g7- Ng1f3- Pb7b6- Qd1e2- Bc8b7- Bc1d2- Pe7e6- Ke1c1- Ng8e7- Ph2h4- Pd7d5- Pe4d5x Bb7d5x Ph4h5- Bd5f3x Qe2f3x Nb8d7- Ph5g6x Ne7g6x Kc1b1- Qd8e7- Qf3a8$ Qe7d8- Qa8f3- Ng6e7- Pf4f5- Ke8g8- Bd2h6x Ne7f5x Bh6g7x Kg8g7x Qf3g4+ Kg7f6- Nc3d5+ Pe6d5x Rd1e1- Nd7e5- Qg4f5$ Kf6g7- Qf5h7+ Kg7f6- Re1e5x Qd8e7- Rh1f1+ ,56,checkmate,1-0,"[33, 64, 60, 126, 138, 148, 154, 161, 170, 198, 203, 202, 201, 247, 253, 282, 297, 297, 319, 316, 317, 327, 344, 324, 350, 366, 371, 424, 428, 428, 417, 612, 614, 611, 625, 656, 650, 742, 791, 761, 745, 99992, 99993, 99993, 99995, 99995, 99996, 99996, 99997, 99997, 99998, 99998, 99999, 99999, 100000]",2.85,9.65
Pe2e4- Pb7b6- Pd2d4- Pg7g6- Ph2h4- Bf8h6- Bc1h6x Ng8h6x Qd1d2- Nh6g8- Ph4h5- Pg6h5x Nb1c3- Pc7c5- Ng1f3- Nb8c6- Pd4d5- Nc6b8- Pe4e5- Bc8b7- Ke1c1- Pd7d6- Bf1b5+ Nb8d7- Pe5e6- Pf7e6x Pd5e6x Ng8f6- Pe6d7$ Qd8d7x Bb5d7$ Nf6d7x Qd2e1- Ke8c8- Pb2b3- Rd8e8- Kc1b2- Bb7f3x Pg2f3x Pa7a5- Qe1e4- Nd7f6- Qe4c6+ Kc8b8- Nc3b5- Nf6d5- Rd1d5x Pe7e6- Qc6c7+ Kb8a8- Qc7a7+ ,52,checkmate,1-0,"[33, 92, 91, 110, 102, 250, 237, 236, 239, 247, 236, 257, 259, 316, 328, 394, 403, 395, 407, 480, 512, 517, 537, 566, 599, 611, 635, 618, 618, 617, 622, 629, 607, 614, 607, 611, 601, 618, 617, 675, 701, 99994, 99995, 99996, 99997, 99997, 99998, 99998, 99999, 99999, 100000]",1.35,8.9
